,Family name,Family,Subfamily,Common name,Scientific name,2022 IUCN Red List category
2614,Laridae,"Gulls, Terns, Skimmers",Larinae,Laughing Gull,Larus atricilla,LC
2615,Laridae,"Gulls, Terns, Skimmers",Larinae,Lava Gull,Larus fuliginosus,VU
2616,Laridae,"Gulls, Terns, Skimmers",Larinae,Pallas's Gull,Larus ichthyaetus,LC
2617,Laridae,"Gulls, Terns, Skimmers",Larinae,Relict Gull,Larus relictus,VU
2618,Laridae,"Gulls, Terns, Skimmers",Larinae,Mediterranean Gull,Larus melanocephalus,LC
2619,Laridae,"Gulls, Terns, Skimmers",Larinae,Sooty Gull,Larus hemprichii,LC
2620,Laridae,"Gulls, Terns, Skimmers",Larinae,White-eyed Gull,Larus leucophthalmus,LC
2621,Laridae,"Gulls, Terns, Skimmers",Larinae,Audouin's Gull,Larus audouinii,VU
2622,Laridae,"Gulls, Terns, Skimmers",Larinae,Heermann's Gull,Larus heermanni,NT
2623,Laridae,"Gulls, Terns, Skimmers",Larinae,Pacific Gull,Larus pacificus,LC
2624,Laridae,"Gulls, Terns, Skimmers",Larinae,Black-tailed Gull,Larus crassirostris,LC
2625,Laridae,"Gulls, Terns, Skimmers",Larinae,Belcher's Gull,Larus belcheri,LC
2626,Laridae,"Gulls, Terns, Skimmers",Larinae,Olrog's Gull,Larus atlanticus,NT
2627,Laridae,"Gulls, Terns, Skimmers",Larinae,Ring-billed Gull,Larus delawarensis,LC
2628,Laridae,"Gulls, Terns, Skimmers",Larinae,Mew Gull,Larus canus,LC
2629,Laridae,"Gulls, Terns, Skimmers",Larinae,Yellow-footed Gull,Larus livens,LC
2630,Laridae,"Gulls, Terns, Skimmers",Larinae,Western Gull,Larus occidentalis,LC
2631,Laridae,"Gulls, Terns, Skimmers",Larinae,California Gull,Larus californicus,LC
2632,Laridae,"Gulls, Terns, Skimmers",Larinae,Kelp Gull,Larus dominicanus,LC
2633,Laridae,"Gulls, Terns, Skimmers",Larinae,Lesser Black-backed Gull,Larus fuscus,LC
2634,Laridae,"Gulls, Terns, Skimmers",Larinae,European Herring Gull,Larus argentatus,LC
2635,Laridae,"Gulls, Terns, Skimmers",Larinae,Armenian Gull,Larus armenicus,LC
2636,Laridae,"Gulls, Terns, Skimmers",Larinae,Yellow-legged Gull,Larus michahellis,LC
2637,Laridae,"Gulls, Terns, Skimmers",Larinae,Caspian Gull,Larus cachinnans,LC
2638,Laridae,"Gulls, Terns, Skimmers",Larinae,Arctic Herring Gull,Larus smithsonianus,LC
2639,Laridae,"Gulls, Terns, Skimmers",Larinae,Iceland Gull,Larus glaucoides,LC
2640,Laridae,"Gulls, Terns, Skimmers",Larinae,Slaty-backed Gull,Larus schistisagus,LC
2641,Laridae,"Gulls, Terns, Skimmers",Larinae,Glaucous-winged Gull,Larus glaucescens,LC
2642,Laridae,"Gulls, Terns, Skimmers",Larinae,Glaucous Gull,Larus hyperboreus,LC
2643,Laridae,"Gulls, Terns, Skimmers",Larinae,Great Black-backed Gull,Larus marinus,LC
2644,Laridae,"Gulls, Terns, Skimmers",Sterninae,Aleutian Tern,Onychoprion aleuticus,VU
2645,Laridae,"Gulls, Terns, Skimmers",Sterninae,Sooty Tern,Onychoprion fuscatus,LC
2646,Laridae,"Gulls, Terns, Skimmers",Sterninae,Bridled Tern,Onychoprion anaethetus,LC
2647,Laridae,"Gulls, Terns, Skimmers",Sterninae,Grey-backed Tern,Onychoprion lunatus,LC
2648,Laridae,"Gulls, Terns, Skimmers",Sterninae,Little Tern,Sternula albifrons,LC
2649,Laridae,"Gulls, Terns, Skimmers",Sterninae,Saunders's Tern,Sternula saundersi,LC
2650,Laridae,"Gulls, Terns, Skimmers",Sterninae,Least Tern,Sternula antillarum,LC
2651,Laridae,"Gulls, Terns, Skimmers",Sterninae,Yellow-billed Tern,Sternula superciliaris,LC
2652,Laridae,"Gulls, Terns, Skimmers",Sterninae,Peruvian Tern,Sternula lorata,EN
2653,Laridae,"Gulls, Terns, Skimmers",Sterninae,Fairy Tern,Sternula nereis,VU
2654,Laridae,"Gulls, Terns, Skimmers",Sterninae,Damara Tern,Sternula balaenarum,LC
2655,Laridae,"Gulls, Terns, Skimmers",Sterninae,Large-billed Tern,Phaetusa simplex,LC
2656,Laridae,"Gulls, Terns, Skimmers",Sterninae,Common Gull-billed Tern,Gelochelidon nilotica,LC
2657,Laridae,"Gulls, Terns, Skimmers",Sterninae,Australian Gull-billed Tern,Gelochelidon macrotarsa,LC
2658,Laridae,"Gulls, Terns, Skimmers",Sterninae,Caspian Tern,Hydroprogne caspia,LC
2659,Laridae,"Gulls, Terns, Skimmers",Sterninae,Inca Tern,Larosterna inca,NT
2660,Laridae,"Gulls, Terns, Skimmers",Sterninae,Black-fronted Tern,Chlidonias albostriatus,EN
2661,Laridae,"Gulls, Terns, Skimmers",Sterninae,Whiskered Tern,Chlidonias hybrida,LC
2662,Laridae,"Gulls, Terns, Skimmers",Sterninae,White-winged Tern,Chlidonias leucopterus,LC
2663,Laridae,"Gulls, Terns, Skimmers",Sterninae,Black Tern,Chlidonias niger,LC
2664,Laridae,"Gulls, Terns, Skimmers",Sterninae,River Tern,Sterna aurantia,VU
2665,Laridae,"Gulls, Terns, Skimmers",Sterninae,Roseate Tern,Sterna dougallii,LC
2666,Laridae,"Gulls, Terns, Skimmers",Sterninae,White-fronted Tern,Sterna striata,NT
2667,Laridae,"Gulls, Terns, Skimmers",Sterninae,Black-naped Tern,Sterna sumatrana,LC
2668,Laridae,"Gulls, Terns, Skimmers",Sterninae,South American Tern,Sterna hirundinacea,LC
2669,Laridae,"Gulls, Terns, Skimmers",Sterninae,Common Tern,Sterna hirundo,LC
2670,Laridae,"Gulls, Terns, Skimmers",Sterninae,White-cheeked Tern,Sterna repressa,LC
2671,Laridae,"Gulls, Terns, Skimmers",Sterninae,Arctic Tern,Sterna paradisaea,LC
2672,Laridae,"Gulls, Terns, Skimmers",Sterninae,Antarctic Tern,Sterna vittata,LC
2673,Laridae,"Gulls, Terns, Skimmers",Sterninae,Kerguelen Tern,Sterna virgata,NT
2674,Laridae,"Gulls, Terns, Skimmers",Sterninae,Forster's Tern,Sterna forsteri,LC
2675,Laridae,"Gulls, Terns, Skimmers",Sterninae,Snowy-crowned Tern,Sterna trudeaui,LC
2676,Laridae,"Gulls, Terns, Skimmers",Sterninae,Black-bellied Tern,Sterna acuticauda,EN
2677,Laridae,"Gulls, Terns, Skimmers",Sterninae,Lesser Crested Tern,Thalasseus bengalensis,LC
2678,Laridae,"Gulls, Terns, Skimmers",Sterninae,Chinese Crested Tern,Thalasseus bernsteini,CR
2679,Laridae,"Gulls, Terns, Skimmers",Sterninae,Elegant Tern,Thalasseus elegans,NT
2680,Laridae,"Gulls, Terns, Skimmers",Sterninae,Sandwich Tern,Thalasseus sandvicensis,LC
2681,Laridae,"Gulls, Terns, Skimmers",Sterninae,Royal Tern,Thalasseus maximus,LC
2682,Laridae,"Gulls, Terns, Skimmers",Sterninae,Greater Crested Tern,Thalasseus bergii,LC
2683,Stercorariidae,Skuas,,Long-tailed Jaeger,Stercorarius longicaudus,LC
2684,Stercorariidae,Skuas,,Arctic Jaeger,Stercorarius parasiticus,LC
2685,Stercorariidae,Skuas,,Pomarine Jaeger,Stercorarius pomarinus,LC
2686,Stercorariidae,Skuas,,Great Skua,Catharacta skua,LC
2687,Stercorariidae,Skuas,,South Polar Skua,Catharacta maccormicki,LC
2688,Stercorariidae,Skuas,,Brown Skua,Catharacta antarctica,LC
2689,Stercorariidae,Skuas,,Chilean Skua,Catharacta chilensis,LC
2690,Alcidae,Auks,Aethiinae,Rhinoceros Auklet,Cerorhinca monocerata,LC
2691,Alcidae,Auks,Aethiinae,Tufted Puffin,Fratercula cirrhata,LC
2692,Alcidae,Auks,Aethiinae,Atlantic Puffin,Fratercula arctica,VU
2693,Alcidae,Auks,Aethiinae,Horned Puffin,Fratercula corniculata,LC
2694,Alcidae,Auks,Aethiinae,Cassin's Auklet,Ptychoramphus aleuticus,NT
2695,Alcidae,Auks,Aethiinae,Parakeet Auklet,Aethia psittacula,LC
2696,Alcidae,Auks,Aethiinae,Least Auklet,Aethia pusilla,LC
2697,Alcidae,Auks,Aethiinae,Whiskered Auklet,Aethia pygmaea,LC
2698,Alcidae,Auks,Aethiinae,Crested Auklet,Aethia cristatella,LC
2699,Alcidae,Auks,Alcinae,Long-billed Murrelet,Brachyramphus perdix,NT
2700,Alcidae,Auks,Alcinae,Marbled Murrelet,Brachyramphus marmoratus,EN
2701,Alcidae,Auks,Alcinae,Kittlitz's Murrelet,Brachyramphus brevirostris,NT
2702,Alcidae,Auks,Alcinae,Black Guillemot,Cepphus grylle,LC
2703,Alcidae,Auks,Alcinae,Pigeon Guillemot,Cepphus columba,LC
2704,Alcidae,Auks,Alcinae,Spectacled Guillemot,Cepphus carbo,LC
2705,Alcidae,Auks,Alcinae,Ancient Murrelet,Synthliboramphus antiquus,LC
2706,Alcidae,Auks,Alcinae,Japanese Murrelet,Synthliboramphus wumizusume,VU
2707,Alcidae,Auks,Alcinae,Scripps's Murrelet,Synthliboramphus scrippsi,VU
2708,Alcidae,Auks,Alcinae,Guadalupe Murrelet,Synthliboramphus hypoleucus,EN
2709,Alcidae,Auks,Alcinae,Craveri's Murrelet,Synthliboramphus craveri,VU
2710,Alcidae,Auks,Alcinae,Razorbill,Alca torda,LC
2711,Alcidae,Auks,Alcinae,Great Auk,Pinguinus impennis,EX
2712,Alcidae,Auks,Alcinae,Little Auk,Alle alle,LC
2713,Alcidae,Auks,Alcinae,Thick-billed Murre,Uria lomvia,LC
2714,Alcidae,Auks,Alcinae,Common Murre,Uria aalge,LC
2715,Tytonidae,Barn-owls,Phodilinae,Oriental Bay-owl,Phodilus badius,LC
2716,Tytonidae,Barn-owls,Phodilinae,Sri Lanka Bay-owl,Phodilus assimilis,LC
2717,Tytonidae,Barn-owls,Phodilinae,Congo Bay-owl,Phodilus prigoginei,EN
2718,Tytonidae,Barn-owls,Tytoninae,African Grass-owl,Tyto capensis,LC
2719,Tytonidae,Barn-owls,Tytoninae,Eastern Grass-owl,Tyto longimembris,LC
2720,Tytonidae,Barn-owls,Tytoninae,Greater Sooty-owl,Tyto tenebricosa,LC
2721,Tytonidae,Barn-owls,Tytoninae,Lesser Sooty-owl,Tyto multipunctata,LC
2722,Tytonidae,Barn-owls,Tytoninae,Australian Masked-owl,Tyto novaehollandiae,LC
2723,Tytonidae,Barn-owls,Tytoninae,Golden Masked-owl,Tyto aurantia,VU
2724,Tytonidae,Barn-owls,Tytoninae,Seram Masked-owl,Tyto almae,DD
2725,Tytonidae,Barn-owls,Tytoninae,Taliabu Masked-owl,Tyto nigrobrunnea,VU
2726,Tytonidae,Barn-owls,Tytoninae,Minahasa Masked-owl,Tyto inexspectata,VU
2727,Tytonidae,Barn-owls,Tytoninae,Sulawesi Masked-owl,Tyto rosenbergii,LC
2728,Tytonidae,Barn-owls,Tytoninae,Madagascar Red Owl,Tyto soumagnei,VU
2729,Tytonidae,Barn-owls,Tytoninae,Common Barn-owl,Tyto alba,LC
2730,Tytonidae,Barn-owls,Tytoninae,Ashy-faced Owl,Tyto glaucops,LC
2731,Strigidae,Typical Owls,Ieraglaucinae,Rufous Owl,Ninox rufa,LC
2732,Strigidae,Typical Owls,Ieraglaucinae,Powerful Owl,Ninox strenua,LC
2733,Strigidae,Typical Owls,Ieraglaucinae,Barking Owl,Ninox connivens,LC
2734,Strigidae,Typical Owls,Ieraglaucinae,Sumba Boobook,Ninox rudolfi,NT
2735,Strigidae,Typical Owls,Ieraglaucinae,Southern Boobook,Ninox boobook,LC
2736,Strigidae,Typical Owls,Ieraglaucinae,Tasmanian Boobook,Ninox leucopsis,LC
2737,Strigidae,Typical Owls,Ieraglaucinae,Morepork,Ninox novaeseelandiae,LC
2738,Strigidae,Typical Owls,Ieraglaucinae,Northern Boobook,Ninox japonica,LC
2739,Strigidae,Typical Owls,Ieraglaucinae,Brown Boobook,Ninox scutulata,LC
2740,Strigidae,Typical Owls,Ieraglaucinae,Chocolate Boobook,Ninox randi,NT
2741,Strigidae,Typical Owls,Ieraglaucinae,Hume's Boobook,Ninox obscura,LC
2742,Strigidae,Typical Owls,Ieraglaucinae,Andaman Boobook,Ninox affinis,LC
2743,Strigidae,Typical Owls,Ieraglaucinae,Luzon Boobook,Ninox philippensis,LC
2744,Strigidae,Typical Owls,Ieraglaucinae,Mindanao Boobook,Ninox spilocephala,NT
2745,Strigidae,Typical Owls,Ieraglaucinae,Camiguin Boobook,Ninox leventisi,VU
2746,Strigidae,Typical Owls,Ieraglaucinae,Sulu Boobook,Ninox reyi,VU
2747,Strigidae,Typical Owls,Ieraglaucinae,Cebu Boobook,Ninox rumseyi,VU
2748,Strigidae,Typical Owls,Ieraglaucinae,Romblon Boobook,Ninox spilonotus,EN
2749,Strigidae,Typical Owls,Ieraglaucinae,Mindoro Boobook,Ninox mindorensis,VU
2750,Strigidae,Typical Owls,Ieraglaucinae,Least Boobook,Ninox sumbaensis,EN
2751,Strigidae,Typical Owls,Ieraglaucinae,Togian Boobook,Ninox burhani,NT
2752,Strigidae,Typical Owls,Ieraglaucinae,Ochre-bellied Boobook,Ninox ochracea,NT
2753,Strigidae,Typical Owls,Ieraglaucinae,Cinnabar Boobook,Ninox ios,LC
2754,Strigidae,Typical Owls,Ieraglaucinae,Halmahera Boobook,Ninox hypogramma,LC
2755,Strigidae,Typical Owls,Ieraglaucinae,Buru Boobook,Ninox hantu,LC
2756,Strigidae,Typical Owls,Ieraglaucinae,Seram Boobook,Ninox squamipila,LC
2757,Strigidae,Typical Owls,Ieraglaucinae,Tanimbar Boobook,Ninox forbesi,LC
2758,Strigidae,Typical Owls,Ieraglaucinae,Christmas Island Boobook,Ninox natalis,VU
2759,Strigidae,Typical Owls,Ieraglaucinae,Manus Boobook,Ninox meeki,LC
2760,Strigidae,Typical Owls,Ieraglaucinae,Jungle Boobook,Ninox theomacha,LC
2761,Strigidae,Typical Owls,Ieraglaucinae,Speckled Boobook,Ninox punctulata,LC
2762,Strigidae,Typical Owls,Ieraglaucinae,New Britain Boobook,Ninox odiosa,VU
2763,Strigidae,Typical Owls,Ieraglaucinae,Bismarck Boobook,Ninox variegata,LC
2764,Strigidae,Typical Owls,Ieraglaucinae,West Solomons Boobook,Ninox jacquinoti,LC
2765,Strigidae,Typical Owls,Ieraglaucinae,Guadalcanal Boobook,Ninox granti,NT
2766,Strigidae,Typical Owls,Ieraglaucinae,Malaita Boobook,Ninox malaitae,VU
2767,Strigidae,Typical Owls,Ieraglaucinae,Makira Boobook,Ninox roseoaxillaris,VU
2768,Strigidae,Typical Owls,Ieraglaucinae,Papuan Hawk-owl,Uroglaux dimorpha,LC
2769,Strigidae,Typical Owls,Ieraglaucinae,Laughing Owl,Sceloglaux albifacies,EX
2770,Strigidae,Typical Owls,Ieraglaucinae,Reunion Owl,Mascarenotus grucheti,EX
2771,Strigidae,Typical Owls,Ieraglaucinae,Rodrigues Owl,Mascarenotus murivorus,EX
2772,Strigidae,Typical Owls,Ieraglaucinae,Mauritius Owl,Mascarenotus sauzieri,EX
2773,Strigidae,Typical Owls,Surniinae,Northern Hawk-owl,Surnia ulula,LC
2774,Strigidae,Typical Owls,Surniinae,Eurasian Pygmy-owl,Glaucidium passerinum,LC
2775,Strigidae,Typical Owls,Surniinae,Collared Owlet,Glaucidium brodiei,LC
2776,Strigidae,Typical Owls,Surniinae,Sunda Owlet,Glaucidium sylvaticum,LC
2777,Strigidae,Typical Owls,Surniinae,Pearl-spotted Owlet,Glaucidium perlatum,LC
2778,Strigidae,Typical Owls,Surniinae,Red-chested Owlet,Glaucidium tephronotum,LC
2779,Strigidae,Typical Owls,Surniinae,Sjostedt's Owlet,Glaucidium sjostedti,LC
2780,Strigidae,Typical Owls,Surniinae,Asian Barred Owlet,Glaucidium cuculoides,LC
2781,Strigidae,Typical Owls,Surniinae,Javan Owlet,Glaucidium castanopterum,LC
2782,Strigidae,Typical Owls,Surniinae,Jungle Owlet,Glaucidium radiatum,LC
2783,Strigidae,Typical Owls,Surniinae,Chestnut-backed Owlet,Glaucidium castanotum,NT
2784,Strigidae,Typical Owls,Surniinae,African Barred Owlet,Glaucidium capense,LC
2785,Strigidae,Typical Owls,Surniinae,Chestnut Owlet,Glaucidium castaneum,LC
2786,Strigidae,Typical Owls,Surniinae,Albertine Owlet,Glaucidium albertinum,NT
2787,Strigidae,Typical Owls,Surniinae,Mountain Pygmy-owl,Glaucidium gnoma,LC
2788,Strigidae,Typical Owls,Surniinae,Northern Pygmy-owl,Glaucidium californicum,LC
2789,Strigidae,Typical Owls,Surniinae,Guatemalan Pygmy-owl,Glaucidium cobanense,LC
2790,Strigidae,Typical Owls,Surniinae,Baja Pygmy-owl,Glaucidium hoskinsii,LC
2791,Strigidae,Typical Owls,Surniinae,Costa Rican Pygmy-owl,Glaucidium costaricanum,LC
2792,Strigidae,Typical Owls,Surniinae,Cloudforest Pygmy-owl,Glaucidium nubicola,VU
2793,Strigidae,Typical Owls,Surniinae,Andean Pygmy-owl,Glaucidium jardinii,LC
2794,Strigidae,Typical Owls,Surniinae,Yungas Pygmy-owl,Glaucidium bolivianum,LC
2795,Strigidae,Typical Owls,Surniinae,Colima Pygmy-owl,Glaucidium palmarum,LC
2796,Strigidae,Typical Owls,Surniinae,Tamaulipas Pygmy-owl,Glaucidium sanchezi,NT
2797,Strigidae,Typical Owls,Surniinae,Central American Pygmy-owl,Glaucidium griseiceps,LC
2798,Strigidae,Typical Owls,Surniinae,Subtropical Pygmy-owl,Glaucidium parkeri,LC
2799,Strigidae,Typical Owls,Surniinae,Amazonian Pygmy-owl,Glaucidium hardyi,LC
2800,Strigidae,Typical Owls,Surniinae,Least Pygmy-owl,Glaucidium minutissimum,LC
2801,Strigidae,Typical Owls,Surniinae,Pernambuco Pygmy-owl,Glaucidium mooreorum,CR (PE)
2802,Strigidae,Typical Owls,Surniinae,Ferruginous Pygmy-owl,Glaucidium brasilianum,LC
2803,Strigidae,Typical Owls,Surniinae,Tucuman Pygmy-owl,Glaucidium tucumanum,LC
2804,Strigidae,Typical Owls,Surniinae,Peruvian Pygmy-owl,Glaucidium peruanum,LC
2805,Strigidae,Typical Owls,Surniinae,Austral Pygmy-owl,Glaucidium nana,LC
2806,Strigidae,Typical Owls,Surniinae,Cuban Pygmy-owl,Glaucidium siju,LC
2807,Strigidae,Typical Owls,Surniinae,Long-whiskered Owlet,Xenoglaux loweryi,VU
2808,Strigidae,Typical Owls,Surniinae,Elf Owl,Micrathene whitneyi,LC
2809,Strigidae,Typical Owls,Surniinae,Burrowing Owl,Athene cunicularia,LC
2810,Strigidae,Typical Owls,Surniinae,Spotted Owlet,Athene brama,LC
2811,Strigidae,Typical Owls,Surniinae,Little Owl,Athene noctua,LC
2812,Strigidae,Typical Owls,Surniinae,White-browed Owl,Athene superciliaris,LC
2813,Strigidae,Typical Owls,Surniinae,Forest Owlet,Athene blewitti,EN
2814,Strigidae,Typical Owls,Surniinae,Boreal Owl,Aegolius funereus,LC
2815,Strigidae,Typical Owls,Surniinae,Bermuda Saw-whet Owl,Aegolius gradyi,EX
2816,Strigidae,Typical Owls,Surniinae,Northern Saw-whet Owl,Aegolius acadicus,LC
2817,Strigidae,Typical Owls,Surniinae,Unspotted Saw-whet Owl,Aegolius ridgwayi,LC
2818,Strigidae,Typical Owls,Surniinae,Buff-fronted Owl,Aegolius harrisii,LC
2819,Strigidae,Typical Owls,Striginae,White-fronted Scops-owl,Otus sagittatus,VU
2820,Strigidae,Typical Owls,Striginae,Reddish Scops-owl,Otus rufescens,NT
2821,Strigidae,Typical Owls,Striginae,Serendib Scops-owl,Otus thilohoffmanni,EN
2822,Strigidae,Typical Owls,Striginae,Sandy Scops-owl,Otus icterorhynchus,LC
2823,Strigidae,Typical Owls,Striginae,Sokoke Scops-owl,Otus ireneae,EN
2824,Strigidae,Typical Owls,Striginae,Giant Scops-owl,Otus gurneyi,VU
2825,Strigidae,Typical Owls,Striginae,Japanese Scops-owl,Otus semitorques,LC
2826,Strigidae,Typical Owls,Striginae,Collared Scops-owl,Otus lettia,LC
2827,Strigidae,Typical Owls,Striginae,Sunda Scops-owl,Otus lempiji,LC
2828,Strigidae,Typical Owls,Striginae,Indian Scops-owl,Otus bakkamoena,LC
2829,Strigidae,Typical Owls,Striginae,Luzon Lowland Scops-owl,Otus megalotis,LC
2830,Strigidae,Typical Owls,Striginae,Visayan Scops-owl,Otus nigrorum,VU
2831,Strigidae,Typical Owls,Striginae,Mindanao Lowland Scops-owl,Otus everetti,LC
2832,Strigidae,Typical Owls,Striginae,Palawan Scops-owl,Otus fuliginosus,NT
2833,Strigidae,Typical Owls,Striginae,Mentawai Scops-owl,Otus mentawi,NT
2834,Strigidae,Typical Owls,Striginae,Wallace's Scops-owl,Otus silvicola,LC
2835,Strigidae,Typical Owls,Striginae,Enggano Scops-owl,Otus enganensis,NT
2836,Strigidae,Typical Owls,Striginae,Simeulue Scops-owl,Otus umbra,NT
2837,Strigidae,Typical Owls,Striginae,Nicobar Scops-owl,Otus alius,NT
2838,Strigidae,Typical Owls,Striginae,Andaman Scops-owl,Otus balli,LC
2839,Strigidae,Typical Owls,Striginae,Flores Scops-owl,Otus alfredi,EN
2840,Strigidae,Typical Owls,Striginae,Mountain Scops-owl,Otus spilocephalus,LC
2841,Strigidae,Typical Owls,Striginae,Javan Scops-owl,Otus angelinae,VU
2842,Strigidae,Typical Owls,Striginae,Rajah Scops-owl,Otus brookii,LC
2843,Strigidae,Typical Owls,Striginae,Arabian Scops-owl,Otus pamelae,LC
2844,Strigidae,Typical Owls,Striginae,Pemba Scops-owl,Otus pembaensis,VU
2845,Strigidae,Typical Owls,Striginae,African Scops-owl,Otus senegalensis,LC
2846,Strigidae,Typical Owls,Striginae,Annobon Scops-owl,Otus feae,CR
2847,Strigidae,Typical Owls,Striginae,Sao Tome Scops-owl,Otus hartlaubi,VU
2848,Strigidae,Typical Owls,Striginae,Eurasian Scops-owl,Otus scops,LC
2849,Strigidae,Typical Owls,Striginae,Cyprus Scops-owl,Otus cyprius,LC
2850,Strigidae,Typical Owls,Striginae,Pallid Scops-owl,Otus brucei,LC
2851,Strigidae,Typical Owls,Striginae,Luzon Highland Scops-owl,Otus longicornis,NT
2852,Strigidae,Typical Owls,Striginae,Mindanao Highland Scops-owl,Otus mirus,NT
2853,Strigidae,Typical Owls,Striginae,Mindoro Scops-owl,Otus mindorensis,NT
2854,Strigidae,Typical Owls,Striginae,Madagascar Scops-owl,Otus rutilus,LC
2855,Strigidae,Typical Owls,Striginae,Mayotte Scops-owl,Otus mayottensis,LC
2856,Strigidae,Typical Owls,Striginae,Anjouan Scops-owl,Otus capnodes,EN
2857,Strigidae,Typical Owls,Striginae,Grand Comoro Scops-owl,Otus pauliani,EN
2858,Strigidae,Typical Owls,Striginae,Moheli Scops-owl,Otus moheliensis,EN
2859,Strigidae,Typical Owls,Striginae,Socotra Scops-owl,Otus socotranus,LC
2860,Strigidae,Typical Owls,Striginae,Seychelles Scops-owl,Otus insularis,CR
2861,Strigidae,Typical Owls,Striginae,Oriental Scops-owl,Otus sunia,LC
2862,Strigidae,Typical Owls,Striginae,Ryukyu Scops-owl,Otus elegans,NT
2863,Strigidae,Typical Owls,Striginae,Siau Scops-owl,Otus siaoensis,CR
2864,Strigidae,Typical Owls,Striginae,Sulawesi Scops-owl,Otus manadensis,LC
2865,Strigidae,Typical Owls,Striginae,Banggai Scops-owl,Otus mendeni,VU
2866,Strigidae,Typical Owls,Striginae,Sula Scops-owl,Otus sulaensis,NT
2867,Strigidae,Typical Owls,Striginae,Sangihe Scops-owl,Otus collari,LC
2868,Strigidae,Typical Owls,Striginae,Mantanani Scops-owl,Otus mantananensis,NT
2869,Strigidae,Typical Owls,Striginae,Moluccan Scops-owl,Otus magicus,LC
2870,Strigidae,Typical Owls,Striginae,Rinjani Scops-owl,Otus jolandae,NT
2871,Strigidae,Typical Owls,Striginae,Wetar Scops-owl,Otus tempestatis,LC
2872,Strigidae,Typical Owls,Striginae,Biak Scops-owl,Otus beccarii,VU
2873,Strigidae,Typical Owls,Striginae,Palau Owl,Pyrroglaux podargina,LC
2874,Strigidae,Typical Owls,Striginae,Northern White-faced Owl,Ptilopsis leucotis,LC
2875,Strigidae,Typical Owls,Striginae,Southern White-faced Owl,Ptilopsis granti,LC
2876,Strigidae,Typical Owls,Striginae,Stygian Owl,Asio stygius,LC
2877,Strigidae,Typical Owls,Striginae,Northern Long-eared Owl,Asio otus,LC
2878,Strigidae,Typical Owls,Striginae,African Long-eared Owl,Asio abyssinicus,LC
2879,Strigidae,Typical Owls,Striginae,Madagascar Long-eared Owl,Asio madagascariensis,LC
2880,Strigidae,Typical Owls,Striginae,Striped Owl,Asio clamator,LC
2881,Strigidae,Typical Owls,Striginae,Short-eared Owl,Asio flammeus,LC
2882,Strigidae,Typical Owls,Striginae,Marsh Owl,Asio capensis,LC
2883,Strigidae,Typical Owls,Striginae,Jamaican Owl,Pseudoscops grammicus,LC
2884,Strigidae,Typical Owls,Striginae,Fearful Owl,Nesasio solomonensis,VU
2885,Strigidae,Typical Owls,Striginae,Flammulated Owl,Psiloscops flammeolus,LC
2886,Strigidae,Typical Owls,Striginae,Western Screech-owl,Megascops kennicottii,LC
2887,Strigidae,Typical Owls,Striginae,Balsas Screech-owl,Megascops seductus,LC
2888,Strigidae,Typical Owls,Striginae,Pacific Screech-owl,Megascops cooperi,LC
2889,Strigidae,Typical Owls,Striginae,Eastern Screech-owl,Megascops asio,LC
