,Family name,Family,Subfamily,Common name,Scientific name,2022 IUCN Red List category
2342,Chionidae,Sheathbills,,Black-faced Sheathbill,Chionis minor,LC
2343,Pluvianellidae,Magellanic Plover,,Magellanic Plover,Pluvianellus socialis,NT
2344,Pluvianidae,Egyptian Plover,,Egyptian Plover,Pluvianus aegyptius,LC
2345,Haematopodidae,Oystercatchers,,Magellanic Oystercatcher,Haematopus leucopodus,LC
2346,Haematopodidae,Oystercatchers,,Blackish Oystercatcher,Haematopus ater,LC
2347,Haematopodidae,Oystercatchers,,American Oystercatcher,Haematopus palliatus,LC
2348,Haematopodidae,Oystercatchers,,Canarian Oystercatcher,Haematopus meadewaldoi,EX
2349,Haematopodidae,Oystercatchers,,African Oystercatcher,Haematopus moquini,LC
2350,Haematopodidae,Oystercatchers,,Eurasian Oystercatcher,Haematopus ostralegus,NT
2351,Haematopodidae,Oystercatchers,,South Island Oystercatcher,Haematopus finschi,LC
2352,Haematopodidae,Oystercatchers,,Pied Oystercatcher,Haematopus longirostris,LC
2353,Haematopodidae,Oystercatchers,,Chatham Oystercatcher,Haematopus chathamensis,EN
2354,Haematopodidae,Oystercatchers,,Variable Oystercatcher,Haematopus unicolor,LC
2355,Haematopodidae,Oystercatchers,,Sooty Oystercatcher,Haematopus fuliginosus,LC
2356,Ibidorhynchidae,Ibisbill,,Ibisbill,Ibidorhyncha struthersii,LC
2357,Recurvirostridae,"Avocets, Stilts",Recurvirostrinae,Banded Stilt,Cladorhynchus leucocephalus,LC
2358,Recurvirostridae,"Avocets, Stilts",Recurvirostrinae,Pied Avocet,Recurvirostra avosetta,LC
2359,Recurvirostridae,"Avocets, Stilts",Recurvirostrinae,American Avocet,Recurvirostra americana,LC
2360,Recurvirostridae,"Avocets, Stilts",Recurvirostrinae,Red-necked Avocet,Recurvirostra novaehollandiae,LC
2361,Recurvirostridae,"Avocets, Stilts",Recurvirostrinae,Andean Avocet,Recurvirostra andina,LC
2362,Recurvirostridae,"Avocets, Stilts",Himantopodinae,Black-winged Stilt,Himantopus himantopus,LC
2363,Recurvirostridae,"Avocets, Stilts",Himantopodinae,Black Stilt,Himantopus novaezelandiae,CR
2364,Charadriidae,Plovers,Pluvialinae,Grey Plover,Pluvialis squatarola,LC
2365,Charadriidae,Plovers,Pluvialinae,Eurasian Golden Plover,Pluvialis apricaria,LC
2366,Charadriidae,Plovers,Pluvialinae,Pacific Golden Plover,Pluvialis fulva,LC
2367,Charadriidae,Plovers,Pluvialinae,American Golden Plover,Pluvialis dominica,LC
2368,Charadriidae,Plovers,Charadriinae,Tawny-throated Dotterel,Oreopholus ruficollis,LC
2369,Charadriidae,Plovers,Charadriinae,Diademed Plover,Phegornis mitchellii,NT
2370,Charadriidae,Plovers,Charadriinae,Eurasian Dotterel,Eudromias morinellus,LC
2371,Charadriidae,Plovers,Charadriinae,Northern Red-breasted Plover,Charadrius aquilonius,NT
2372,Charadriidae,Plovers,Charadriinae,Southern Red-breasted Plover,Charadrius obscurus,CR
2373,Charadriidae,Plovers,Charadriinae,Common Ringed Plover,Charadrius hiaticula,LC
2374,Charadriidae,Plovers,Charadriinae,Semipalmated Plover,Charadrius semipalmatus,LC
2375,Charadriidae,Plovers,Charadriinae,Long-billed Plover,Charadrius placidus,LC
2376,Charadriidae,Plovers,Charadriinae,Little Ringed Plover,Charadrius dubius,LC
2377,Charadriidae,Plovers,Charadriinae,Wilson's Plover,Charadrius wilsonia,LC
2378,Charadriidae,Plovers,Charadriinae,Killdeer,Charadrius vociferus,LC
2379,Charadriidae,Plovers,Charadriinae,Piping Plover,Charadrius melodus,NT
2380,Charadriidae,Plovers,Charadriinae,Black-banded Plover,Charadrius thoracicus,VU
2381,Charadriidae,Plovers,Charadriinae,Kittlitz's Plover,Charadrius pecuarius,LC
2382,Charadriidae,Plovers,Charadriinae,St Helena Plover,Charadrius sanctaehelenae,VU
2383,Charadriidae,Plovers,Charadriinae,African Three-banded Plover,Charadrius tricollaris,LC
2384,Charadriidae,Plovers,Charadriinae,Madagascar Three-banded Plover,Charadrius bifrontatus,LC
2385,Charadriidae,Plovers,Charadriinae,Forbes's Plover,Charadrius forbesi,LC
2386,Charadriidae,Plovers,Charadriinae,White-fronted Plover,Charadrius marginatus,LC
2387,Charadriidae,Plovers,Charadriinae,Kentish Plover,Charadrius alexandrinus,LC
2388,Charadriidae,Plovers,Charadriinae,White-faced Plover,Charadrius dealbatus,DD
2389,Charadriidae,Plovers,Charadriinae,Snowy Plover,Charadrius nivosus,NT
2390,Charadriidae,Plovers,Charadriinae,Javan Plover,Charadrius javanicus,LC
2391,Charadriidae,Plovers,Charadriinae,Red-capped Plover,Charadrius ruficapillus,LC
2392,Charadriidae,Plovers,Charadriinae,Malay Plover,Charadrius peronii,NT
2393,Charadriidae,Plovers,Charadriinae,Chestnut-banded Plover,Charadrius pallidus,LC
2394,Charadriidae,Plovers,Charadriinae,Collared Plover,Charadrius collaris,LC
2395,Charadriidae,Plovers,Charadriinae,Puna Plover,Charadrius alticola,LC
2396,Charadriidae,Plovers,Charadriinae,Two-banded Plover,Charadrius falklandicus,LC
2397,Charadriidae,Plovers,Charadriinae,Double-banded Plover,Charadrius bicinctus,NT
2398,Charadriidae,Plovers,Charadriinae,Lesser Sandplover,Charadrius mongolus,LC
2399,Charadriidae,Plovers,Charadriinae,Greater Sandplover,Charadrius leschenaultii,LC
2400,Charadriidae,Plovers,Charadriinae,Caspian Plover,Charadrius asiaticus,LC
2401,Charadriidae,Plovers,Charadriinae,Oriental Plover,Charadrius veredus,LC
2402,Charadriidae,Plovers,Charadriinae,Mountain Plover,Charadrius montanus,NT
2403,Charadriidae,Plovers,Charadriinae,Rufous-chested Plover,Charadrius modestus,LC
2404,Charadriidae,Plovers,Charadriinae,Hooded Plover,Thinornis cucullatus,VU
2405,Charadriidae,Plovers,Charadriinae,Shore Plover,Thinornis novaeseelandiae,EN
2406,Charadriidae,Plovers,Charadriinae,Black-fronted Dotterel,Elseyornis melanops,LC
2407,Charadriidae,Plovers,Charadriinae,Pied Lapwing,Hoploxypterus cayanus,LC
2408,Charadriidae,Plovers,Charadriinae,Northern Lapwing,Vanellus vanellus,NT
2409,Charadriidae,Plovers,Charadriinae,Long-toed Lapwing,Vanellus crassirostris,LC
2410,Charadriidae,Plovers,Charadriinae,Blacksmith Lapwing,Vanellus armatus,LC
2411,Charadriidae,Plovers,Charadriinae,Spur-winged Lapwing,Vanellus spinosus,LC
2412,Charadriidae,Plovers,Charadriinae,River Lapwing,Vanellus duvaucelii,NT
2413,Charadriidae,Plovers,Charadriinae,Black-headed Lapwing,Vanellus tectus,LC
2414,Charadriidae,Plovers,Charadriinae,Yellow-wattled Lapwing,Vanellus malabaricus,LC
2415,Charadriidae,Plovers,Charadriinae,White-headed Lapwing,Vanellus albiceps,LC
2416,Charadriidae,Plovers,Charadriinae,Senegal Lapwing,Vanellus lugubris,LC
2417,Charadriidae,Plovers,Charadriinae,Black-winged Lapwing,Vanellus melanopterus,LC
2418,Charadriidae,Plovers,Charadriinae,Crowned Lapwing,Vanellus coronatus,LC
2419,Charadriidae,Plovers,Charadriinae,Wattled Lapwing,Vanellus senegallus,LC
2420,Charadriidae,Plovers,Charadriinae,Spot-breasted Lapwing,Vanellus melanocephalus,LC
2421,Charadriidae,Plovers,Charadriinae,Brown-chested Lapwing,Vanellus superciliosus,LC
2422,Charadriidae,Plovers,Charadriinae,Grey-headed Lapwing,Vanellus cinereus,LC
2423,Charadriidae,Plovers,Charadriinae,Red-wattled Lapwing,Vanellus indicus,LC
2424,Charadriidae,Plovers,Charadriinae,Javan Lapwing,Vanellus macropterus,CR (PE)
2425,Charadriidae,Plovers,Charadriinae,Banded Lapwing,Vanellus tricolor,LC
2426,Charadriidae,Plovers,Charadriinae,Masked Lapwing,Vanellus miles,LC
2427,Charadriidae,Plovers,Charadriinae,Black-shouldered Lapwing,Vanellus novaehollandiae,LC
2428,Charadriidae,Plovers,Charadriinae,Sociable Lapwing,Vanellus gregarius,CR
2429,Charadriidae,Plovers,Charadriinae,White-tailed Lapwing,Vanellus leucurus,LC
2430,Charadriidae,Plovers,Charadriinae,Southern Lapwing,Vanellus chilensis,LC
2431,Charadriidae,Plovers,Charadriinae,Andean Lapwing,Vanellus resplendens,LC
2432,Charadriidae,Plovers,Charadriinae,Red-kneed Dotterel,Erythrogonys cinctus,LC
2433,Charadriidae,Plovers,Charadriinae,Inland Dotterel,Peltohyas australis,LC
2434,Charadriidae,Plovers,Charadriinae,Wrybill,Anarhynchus frontalis,VU
2435,Pedionomidae,Plains-wanderer,,Plains-wanderer,Pedionomus torquatus,EN
2436,Thinocoridae,Seedsnipes,,Rufous-bellied Seedsnipe,Attagis gayi,LC
2437,Thinocoridae,Seedsnipes,,White-bellied Seedsnipe,Attagis malouinus,LC
2438,Thinocoridae,Seedsnipes,,Grey-breasted Seedsnipe,Thinocorus orbignyianus,LC
2439,Thinocoridae,Seedsnipes,,Least Seedsnipe,Thinocorus rumicivorus,LC
2440,Rostratulidae,Painted-snipes,,Greater Painted-snipe,Rostratula benghalensis,LC
2441,Rostratulidae,Painted-snipes,,Australian Painted-snipe,Rostratula australis,EN
2442,Rostratulidae,Painted-snipes,,South American Painted-snipe,Nycticryphes semicollaris,LC
2443,Jacanidae,Jacanas,,Northern Jacana,Jacana spinosa,LC
2444,Jacanidae,Jacanas,,Wattled Jacana,Jacana jacana,LC
2445,Jacanidae,Jacanas,,Pheasant-tailed Jacana,Hydrophasianus chirurgus,LC
2446,Jacanidae,Jacanas,,African Jacana,Actophilornis africanus,LC
2447,Jacanidae,Jacanas,,Madagascar Jacana,Actophilornis albinucha,EN
2448,Jacanidae,Jacanas,,Bronze-winged Jacana,Metopidius indicus,LC
2449,Jacanidae,Jacanas,,Comb-crested Jacana,Irediparra gallinacea,LC
2450,Jacanidae,Jacanas,,Lesser Jacana,Microparra capensis,LC
2451,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Numeniinae,Upland Sandpiper,Bartramia longicauda,LC
2452,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Numeniinae,Bristle-thighed Curlew,Numenius tahitiensis,NT
2453,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Numeniinae,Whimbrel,Numenius phaeopus,LC
2454,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Numeniinae,Little Curlew,Numenius minutus,LC
2455,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Numeniinae,Eskimo Curlew,Numenius borealis,CR (PE)
2456,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Numeniinae,Slender-billed Curlew,Numenius tenuirostris,CR
2457,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Numeniinae,Long-billed Curlew,Numenius americanus,LC
2458,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Numeniinae,Eurasian Curlew,Numenius arquata,NT
2459,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Numeniinae,Far Eastern Curlew,Numenius madagascariensis,EN
2460,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Limosinae,Bar-tailed Godwit,Limosa lapponica,NT
2461,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Limosinae,Marbled Godwit,Limosa fedoa,LC
2462,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Limosinae,Hudsonian Godwit,Limosa haemastica,LC
2463,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Limosinae,Black-tailed Godwit,Limosa limosa,NT
2464,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Ruddy Turnstone,Arenaria interpres,LC
2465,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Black Turnstone,Arenaria melanocephala,LC
2466,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Great Knot,Calidris tenuirostris,EN
2467,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Red Knot,Calidris canutus,NT
2468,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Surfbird,Calidris virgata,LC
2469,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Ruff,Calidris pugnax,LC
2470,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Broad-billed Sandpiper,Calidris falcinellus,LC
2471,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Sharp-tailed Sandpiper,Calidris acuminata,VU
2472,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Stilt Sandpiper,Calidris himantopus,LC
2473,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Curlew Sandpiper,Calidris ferruginea,NT
2474,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Temminck's Stint,Calidris temminckii,LC
2475,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Long-toed Stint,Calidris subminuta,LC
2476,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Spoon-billed Sandpiper,Calidris pygmaea,CR
2477,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Red-necked Stint,Calidris ruficollis,NT
2478,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Sanderling,Calidris alba,LC
2479,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Dunlin,Calidris alpina,LC
2480,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Rock Sandpiper,Calidris ptilocnemis,LC
2481,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Purple Sandpiper,Calidris maritima,LC
2482,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Baird's Sandpiper,Calidris bairdii,LC
2483,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Little Stint,Calidris minuta,LC
2484,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Least Sandpiper,Calidris minutilla,LC
2485,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,White-rumped Sandpiper,Calidris fuscicollis,LC
2486,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Buff-breasted Sandpiper,Calidris subruficollis,NT
2487,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Pectoral Sandpiper,Calidris melanotos,LC
2488,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Semipalmated Sandpiper,Calidris pusilla,NT
2489,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Western Sandpiper,Calidris mauri,LC
2490,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Tahiti Sandpiper,Prosobonia leucoptera,EX
2491,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Moorea Sandpiper,Prosobonia ellisi,EX
2492,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Christmas Sandpiper,Prosobonia cancellata,EX
2493,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Calidrinae,Tuamotu Sandpiper,Prosobonia parvirostris,EN
2494,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Asian Dowitcher,Limnodromus semipalmatus,NT
2495,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Short-billed Dowitcher,Limnodromus griseus,LC
2496,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Long-billed Dowitcher,Limnodromus scolopaceus,LC
2497,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Eurasian Woodcock,Scolopax rusticola,LC
2498,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Amami Woodcock,Scolopax mira,VU
2499,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Javan Woodcock,Scolopax saturata,NT
2500,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,New Guinea Woodcock,Scolopax rosenbergii,LC
2501,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Bukidnon Woodcock,Scolopax bukidnonensis,LC
2502,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Sulawesi Woodcock,Scolopax celebensis,NT
2503,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Moluccan Woodcock,Scolopax rochussenii,VU
2504,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,American Woodcock,Scolopax minor,LC
2505,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Chatham Snipe,Coenocorypha pusilla,VU
2506,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,South Island Snipe,Coenocorypha iredalei,EX
2507,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Snares Island Snipe,Coenocorypha huegeli,NT
2508,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Auckland Snipe,Coenocorypha aucklandica,NT
2509,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,North Island Snipe,Coenocorypha barrierensis,EX
2510,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Imperial Snipe,Gallinago imperialis,NT
2511,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Andean Snipe,Gallinago jamesoni,LC
2512,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Fuegian Snipe,Gallinago stricklandii,NT
2513,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Solitary Snipe,Gallinago solitaria,LC
2514,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Latham's Snipe,Gallinago hardwickii,NT
2515,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Wood Snipe,Gallinago nemoricola,VU
2516,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Pintail Snipe,Gallinago stenura,LC
2517,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Swinhoe's Snipe,Gallinago megala,LC
2518,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,African Snipe,Gallinago nigripennis,LC
2519,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Madagascar Snipe,Gallinago macrodactyla,VU
2520,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Great Snipe,Gallinago media,NT
2521,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Common Snipe,Gallinago gallinago,LC
2522,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Wilson's Snipe,Gallinago delicata,LC
2523,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,South American Snipe,Gallinago paraguaiae,LC
2524,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Puna Snipe,Gallinago andina,LC
2525,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Noble Snipe,Gallinago nobilis,NT
2526,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Giant Snipe,Gallinago undulata,LC
2527,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Scolopacinae,Jack Snipe,Lymnocryptes minimus,LC
2528,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Wilson's Phalarope,Steganopus tricolor,LC
2529,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Red-necked Phalarope,Phalaropus lobatus,LC
2530,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Red Phalarope,Phalaropus fulicarius,LC
2531,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Terek Sandpiper,Xenus cinereus,LC
2532,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Common Sandpiper,Actitis hypoleucos,LC
2533,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Spotted Sandpiper,Actitis macularius,LC
2534,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Green Sandpiper,Tringa ochropus,LC
2535,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Solitary Sandpiper,Tringa solitaria,LC
2536,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Grey-tailed Tattler,Tringa brevipes,NT
2537,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Wandering Tattler,Tringa incana,LC
2538,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Willet,Tringa semipalmata,LC
2539,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Lesser Yellowlegs,Tringa flavipes,LC
2540,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Spotted Redshank,Tringa erythropus,LC
2541,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Common Greenshank,Tringa nebularia,LC
2542,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Greater Yellowlegs,Tringa melanoleuca,LC
2543,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Common Redshank,Tringa totanus,LC
2544,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Wood Sandpiper,Tringa glareola,LC
2545,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Marsh Sandpiper,Tringa stagnatilis,LC
2546,Scolopacidae,"Sandpipers, Snipes, Phalaropes",Tringinae,Spotted Greenshank,Tringa guttifer,EN
2547,Turnicidae,Buttonquails,,Common Buttonquail,Turnix sylvaticus,LC
2548,Turnicidae,Buttonquails,,Red-backed Buttonquail,Turnix maculosus,LC
2549,Turnicidae,Buttonquails,,Yellow-legged Buttonquail,Turnix tanki,LC
2550,Turnicidae,Buttonquails,,Black-rumped Buttonquail,Turnix nanus,LC
2551,Turnicidae,Buttonquails,,Fynbos Buttonquail,Turnix hottentottus,LC
2552,Turnicidae,Buttonquails,,Spotted Buttonquail,Turnix ocellatus,LC
2553,Turnicidae,Buttonquails,,Barred Buttonquail,Turnix suscitator,LC
2554,Turnicidae,Buttonquails,,Madagascar Buttonquail,Turnix nigricollis,LC
2555,Turnicidae,Buttonquails,,Black-breasted Buttonquail,Turnix melanogaster,VU
2556,Turnicidae,Buttonquails,,New Caledonian Buttonquail,Turnix novaecaledoniae,CR (PE)
2557,Turnicidae,Buttonquails,,Painted Buttonquail,Turnix varius,LC
2558,Turnicidae,Buttonquails,,Buff-breasted Buttonquail,Turnix olivii,CR
2559,Turnicidae,Buttonquails,,Chestnut-backed Buttonquail,Turnix castanotus,LC
2560,Turnicidae,Buttonquails,,Red-chested Buttonquail,Turnix pyrrhothorax,LC
2561,Turnicidae,Buttonquails,,Sumba Buttonquail,Turnix everetti,VU
2562,Turnicidae,Buttonquails,,Luzon Buttonquail,Turnix worcesteri,DD
2563,Turnicidae,Buttonquails,,Little Buttonquail,Turnix velox,LC
2564,Turnicidae,Buttonquails,,Quail-plover,Ortyxelos meiffrenii,LC
2565,Dromadidae,Crab-plover,,Crab-plover,Dromas ardeola,LC
2566,Glareolidae,"Coursers, Pratincoles",,Double-banded Courser,Smutsornis africanus,LC
2567,Glareolidae,"Coursers, Pratincoles",,Three-banded Courser,Rhinoptilus cinctus,LC
2568,Glareolidae,"Coursers, Pratincoles",,Bronze-winged Courser,Rhinoptilus chalcopterus,LC
2569,Glareolidae,"Coursers, Pratincoles",,Jerdon's Courser,Rhinoptilus bitorquatus,CR
2570,Glareolidae,"Coursers, Pratincoles",,Cream-coloured Courser,Cursorius cursor,LC
2571,Glareolidae,"Coursers, Pratincoles",,Somali Courser,Cursorius somalensis,LC
2572,Glareolidae,"Coursers, Pratincoles",,Burchell's Courser,Cursorius rufus,LC
2573,Glareolidae,"Coursers, Pratincoles",,Temminck's Courser,Cursorius temminckii,LC
2574,Glareolidae,"Coursers, Pratincoles",,Indian Courser,Cursorius coromandelicus,LC
2575,Glareolidae,"Coursers, Pratincoles",,Australian Pratincole,Stiltia isabella,LC
2576,Glareolidae,"Coursers, Pratincoles",,Collared Pratincole,Glareola pratincola,LC
2577,Glareolidae,"Coursers, Pratincoles",,Oriental Pratincole,Glareola maldivarum,LC
2578,Glareolidae,"Coursers, Pratincoles",,Black-winged Pratincole,Glareola nordmanni,NT
2579,Glareolidae,"Coursers, Pratincoles",,Madagascar Pratincole,Glareola ocularis,NT
2580,Glareolidae,"Coursers, Pratincoles",,Rock Pratincole,Glareola nuchalis,LC
2581,Glareolidae,"Coursers, Pratincoles",,Grey Pratincole,Glareola cinerea,LC
2582,Glareolidae,"Coursers, Pratincoles",,Little Pratincole,Glareola lactea,LC
2583,Laridae,"Gulls, Terns, Skimmers",Anoinae,Brown Noddy,Anous stolidus,LC
2584,Laridae,"Gulls, Terns, Skimmers",Anoinae,Lesser Noddy,Anous tenuirostris,LC
2585,Laridae,"Gulls, Terns, Skimmers",Anoinae,Black Noddy,Anous minutus,LC
2586,Laridae,"Gulls, Terns, Skimmers",Anoinae,Blue Noddy,Anous ceruleus,LC
2587,Laridae,"Gulls, Terns, Skimmers",Anoinae,Grey Noddy,Anous albivittus,LC
2588,Laridae,"Gulls, Terns, Skimmers",Gyginae,Common White Tern,Gygis alba,LC
2589,Laridae,"Gulls, Terns, Skimmers",Gyginae,Little White Tern,Gygis microrhyncha,LC
2590,Laridae,"Gulls, Terns, Skimmers",Rynchopinae,Black Skimmer,Rynchops niger,LC
2591,Laridae,"Gulls, Terns, Skimmers",Rynchopinae,African Skimmer,Rynchops flavirostris,LC
2592,Laridae,"Gulls, Terns, Skimmers",Rynchopinae,Indian Skimmer,Rynchops albicollis,EN
2593,Laridae,"Gulls, Terns, Skimmers",Larinae,Saunders's Gull,Saundersilarus saundersi,VU
2594,Laridae,"Gulls, Terns, Skimmers",Larinae,Little Gull,Hydrocoloeus minutus,LC
2595,Laridae,"Gulls, Terns, Skimmers",Larinae,Ross's Gull,Rhodostethia rosea,LC
2596,Laridae,"Gulls, Terns, Skimmers",Larinae,Swallow-tailed Gull,Creagrus furcatus,LC
2597,Laridae,"Gulls, Terns, Skimmers",Larinae,Sabine's Gull,Xema sabini,LC
2598,Laridae,"Gulls, Terns, Skimmers",Larinae,Ivory Gull,Pagophila eburnea,NT
2599,Laridae,"Gulls, Terns, Skimmers",Larinae,Red-legged Kittiwake,Rissa brevirostris,VU
2600,Laridae,"Gulls, Terns, Skimmers",Larinae,Black-legged Kittiwake,Rissa tridactyla,VU
2601,Laridae,"Gulls, Terns, Skimmers",Larinae,Bonaparte's Gull,Larus philadelphia,LC
2602,Laridae,"Gulls, Terns, Skimmers",Larinae,Slender-billed Gull,Larus genei,LC
2603,Laridae,"Gulls, Terns, Skimmers",Larinae,Brown-headed Gull,Larus brunnicephalus,LC
2604,Laridae,"Gulls, Terns, Skimmers",Larinae,Black-headed Gull,Larus ridibundus,LC
2605,Laridae,"Gulls, Terns, Skimmers",Larinae,Andean Gull,Larus serranus,LC
2606,Laridae,"Gulls, Terns, Skimmers",Larinae,Brown-hooded Gull,Larus maculipennis,LC
2607,Laridae,"Gulls, Terns, Skimmers",Larinae,Hartlaub's Gull,Larus hartlaubii,LC
2608,Laridae,"Gulls, Terns, Skimmers",Larinae,Grey-headed Gull,Larus cirrocephalus,LC
2609,Laridae,"Gulls, Terns, Skimmers",Larinae,Silver Gull,Larus novaehollandiae,LC
2610,Laridae,"Gulls, Terns, Skimmers",Larinae,Black-billed Gull,Larus bulleri,NT
2611,Laridae,"Gulls, Terns, Skimmers",Larinae,Grey Gull,Larus modestus,LC
2612,Laridae,"Gulls, Terns, Skimmers",Larinae,Dolphin Gull,Larus scoresbii,LC
2613,Laridae,"Gulls, Terns, Skimmers",Larinae,Franklin's Gull,Larus pipixcan,LC
