,Family,Common name,Scientific name,2018 IUCN Red List category,2022 IUCN Red List category
1440,Hummingbirds,Swallow-tailed Hummingbird,Eupetomena macroura,LC,LC
1441,Hummingbirds,Stripe-tailed Hummingbird,Eupherusa eximia,LC,LC
1442,Hummingbirds,Oaxaca Hummingbird,Eupherusa cyanophrys,EN,EN
1443,Hummingbirds,White-tailed Hummingbird,Eupherusa poliocerca,VU,NT
1444,Hummingbirds,Black-bellied Hummingbird,Eupherusa nigriventris,LC,LC
1445,Hummingbirds,White-tailed Emerald,Elvira chionura,LC,LC
1446,Hummingbirds,Coppery-headed Emerald,Elvira cupreiceps,LC,LC
1447,Hummingbirds,Snowcap,Microchera albocoronata,LC,LC
1448,Hummingbirds,White-vented Plumeleteer,Chalybura buffonii,LC,LC
1449,Hummingbirds,Bronze-tailed Plumeleteer,Chalybura urochrysia,LC,LC
1450,Hummingbirds,Mexican Woodnymph,Thalurania ridgwayi,VU,VU
1451,Hummingbirds,Crowned Woodnymph,Thalurania colombica,LC,LC
1452,Hummingbirds,Fork-tailed Woodnymph,Thalurania furcata,LC,LC
1453,Hummingbirds,Long-tailed Woodnymph,Thalurania watertonii,EN,EN
1454,Hummingbirds,Violet-capped Woodnymph,Thalurania glaucopis,LC,LC
1455,Hummingbirds,Many-spotted Hummingbird,Taphrospilus hypostictus,LC,LC
1456,Hummingbirds,White-throated Hummingbird,Leucochloris albicollis,LC,LC
1457,Hummingbirds,Buffy Hummingbird,Leucippus fallax,LC,LC
1458,Hummingbirds,Tumbes Hummingbird,Leucippus baeri,LC,LC
1459,Hummingbirds,Spot-throated Hummingbird,Leucippus taczanowskii,LC,LC
1460,Hummingbirds,Olive-spotted Hummingbird,Leucippus chlorocercus,LC,LC
1461,Hummingbirds,White-bellied Hummingbird,Amazilia chionogaster,LC,LC
1462,Hummingbirds,Green-and-white Hummingbird,Amazilia viridicauda,LC,LC
1463,Hummingbirds,Rufous-tailed Hummingbird,Amazilia tzacatl,LC,LC
1464,Hummingbirds,Chestnut-bellied Hummingbird,Amazilia castaneiventris,EN,NT
1465,Hummingbirds,Buff-bellied Hummingbird,Amazilia yucatanensis,LC,LC
1466,Hummingbirds,Cinnamon Hummingbird,Amazilia rutila,LC,LC
1467,Hummingbirds,Amazilia Hummingbird,Amazilia amazilia,LC,LC
1468,Hummingbirds,Plain-bellied Emerald,Amazilia leucogaster,LC,LC
1469,Hummingbirds,Versicolored Emerald,Amazilia versicolor,LC,LC
1470,Hummingbirds,White-chested Emerald,Amazilia brevirostris,LC,LC
1471,Hummingbirds,Andean Emerald,Amazilia franciae,LC,LC
1472,Hummingbirds,White-bellied Emerald,Amazilia candida,LC,LC
1473,Hummingbirds,Honduran Emerald,Amazilia luciae,EN,VU
1474,Hummingbirds,Mangrove Hummingbird,Amazilia boucardi,EN,EN
1475,Hummingbirds,Blue-chested Hummingbird,Amazilia amabilis,LC,LC
1476,Hummingbirds,Charming Hummingbird,Amazilia decora,LC,LC
1477,Hummingbirds,Azure-crowned Hummingbird,Amazilia cyanocephala,LC,LC
1478,Hummingbirds,Berylline Hummingbird,Amazilia beryllina,LC,LC
1479,Hummingbirds,Blue-tailed Hummingbird,Amazilia cyanura,LC,LC
1480,Hummingbirds,Steely-vented Hummingbird,Amazilia saucerottei,LC,LC
1481,Hummingbirds,Indigo-capped Hummingbird,Amazilia cyanifrons,LC,LC
1482,Hummingbirds,Guanacaste Hummingbird,Amazilia alfaroana,CR,CR
1483,Hummingbirds,Violet-crowned Hummingbird,Amazilia violiceps,LC,LC
1484,Hummingbirds,Green-fronted Hummingbird,Amazilia viridifrons,LC,LC
1485,Hummingbirds,Cinnamon-sided Hummingbird,Amazilia wagneri,LC,LC
1486,Hummingbirds,Glittering-throated Emerald,Amazilia fimbriata,LC,LC
1487,Hummingbirds,Sapphire-spangled Emerald,Amazilia lactea,LC,LC
1488,Hummingbirds,Spot-vented Emerald,Amazilia bartletti,LC,LC
1489,Hummingbirds,Purple-chested Hummingbird,Amazilia rosenbergi,LC,LC
1490,Hummingbirds,Snowy-bellied Hummingbird,Amazilia edward,LC,LC
1491,Hummingbirds,Green-bellied Hummingbird,Amazilia viridigaster,LC,LC
1492,Hummingbirds,Copper-tailed Hummingbird,Amazilia cupreicauda,LC,LC
1493,Hummingbirds,Copper-rumped Hummingbird,Amazilia tobaci,LC,LC
1494,Hummingbirds,Rufous-throated Hummingbird,Amazilia sapphirina,LC,LC
1495,Hummingbirds,Humboldt's Hummingbird,Amazilia humboldtii,LC,LC
1496,Hummingbirds,Gray's Hummingbird,Amazilia grayi,LC,LC
1497,Hummingbirds,Red-billed Streamertail,Trochilus polytmus,LC,LC
1498,Hummingbirds,Black-billed Streamertail,Trochilus scitulus,LC,LC
1499,Hummingbirds,Golden-tailed Sapphire,Chrysuronia oenone,LC,
1500,Hummingbirds,Pirre Hummingbird,Goethalsia bella,NT,NT
1501,Hummingbirds,Violet-capped Hummingbird,Goldmania violiceps,NT,NT
1502,Hummingbirds,Sapphire-throated Hummingbird,Lepidopyga coeruleogularis,LC,
1503,Hummingbirds,Sapphire-bellied Hummingbird,Lepidopyga lilliae,CR,
1504,Hummingbirds,Shining-green Hummingbird,Lepidopyga goudoti,LC,
1505,Hummingbirds,Violet-bellied Hummingbird,Juliamyia julie,LC,
1506,Hummingbirds,Blue-throated Goldentail,Hylocharis eliciae,LC,
1507,Hummingbirds,White-chinned Sapphire,Hylocharis cyanus,LC,
1508,Hummingbirds,Gilded Hummingbird,Hylocharis chrysura,LC,
1509,Hummingbirds,Xantus's Hummingbird,Basilinna xantusii,LC,LC
1510,Hummingbirds,White-eared Hummingbird,Basilinna leucotis,LC,LC
1511,Hummingbirds,Violet-chested Hummingbird,Sternoclyta cyanopectus,LC,LC
1512,Hummingbirds,Scissor-tailed Hummingbird,Hylonympha macrocerca,EN,EN
1513,Hummingbirds,Magnificent Hummingbird,Eugenes fulgens,LC,LC
1514,Hummingbirds,Fiery-throated Hummingbird,Panterpe insignis,LC,LC
1515,Hummingbirds,Plain-capped Starthroat,Heliomaster constantii,LC,LC
1516,Hummingbirds,Long-billed Starthroat,Heliomaster longirostris,LC,LC
1517,Hummingbirds,Stripe-breasted Starthroat,Heliomaster squamosus,LC,LC
1518,Hummingbirds,Blue-tufted Starthroat,Heliomaster furcifer,LC,LC
1519,Hummingbirds,Green-throated Mountain-gem,Lampornis viridipallens,LC,LC
1520,Hummingbirds,Green-breasted Mountain-gem,Lampornis sybillae,LC,LC
1521,Hummingbirds,Amethyst-throated Hummingbird,Lampornis amethystinus,LC,LC
1522,Hummingbirds,Blue-throated Hummingbird,Lampornis clemenciae,LC,LC
1523,Hummingbirds,White-bellied Mountain-gem,Lampornis hemileucus,LC,LC
1524,Hummingbirds,Purple-throated Mountain-gem,Lampornis calolaemus,LC,LC
1525,Hummingbirds,Grey-tailed Mountain-gem,Lampornis cinereicauda,LC,LC
1526,Hummingbirds,White-throated Mountain-gem,Lampornis castaneoventris,LC,LC
1527,Hummingbirds,Garnet-throated Hummingbird,Lamprolaima rhami,LC,LC
1528,Hummingbirds,Purple-collared Woodstar,Myrtis fanny,LC,LC
1529,Hummingbirds,Chilean Woodstar,Eulidia yarrellii,CR,CR
1530,Hummingbirds,Oasis Hummingbird,Rhodopis vesper,LC,LC
1531,Hummingbirds,Peruvian Sheartail,Thaumastura cora,LC,LC
1532,Hummingbirds,White-bellied Woodstar,Chaetocercus mulsant,LC,LC
1533,Hummingbirds,Little Woodstar,Chaetocercus bombus,VU,NT
1534,Hummingbirds,Gorgeted Woodstar,Chaetocercus heliodor,LC,LC
1535,Hummingbirds,Santa Marta Woodstar,Chaetocercus astreans,LC,LC
1536,Hummingbirds,Esmeraldas Woodstar,Chaetocercus berlepschi,EN,VU
1537,Hummingbirds,Rufous-shafted Woodstar,Chaetocercus jourdanii,LC,LC
1538,Hummingbirds,Short-tailed Woodstar,Myrmia micrura,LC,LC
1539,Hummingbirds,Slender-tailed Woodstar,Microstilbon burmeisteri,LC,LC
1540,Hummingbirds,Amethyst Woodstar,Calliphlox amethystina,LC,LC
1541,Hummingbirds,Magenta-throated Woodstar,Calliphlox bryantae,LC,LC
1542,Hummingbirds,Purple-throated Woodstar,Calliphlox mitchellii,LC,LC
1543,Hummingbirds,Slender Sheartail,Doricha enicura,LC,LC
1544,Hummingbirds,Mexican Sheartail,Doricha eliza,NT,NT
1545,Hummingbirds,Sparkling-tailed Woodstar,Tilmatura dupontii,LC,LC
1546,Hummingbirds,Lucifer Hummingbird,Calothorax lucifer,LC,LC
1547,Hummingbirds,Beautiful Hummingbird,Calothorax pulcher,LC,LC
1548,Hummingbirds,Bahama Hummingbird,Nesophlox evelynae,LC,LC
1549,Hummingbirds,Lyre-tailed Hummingbird,Nesophlox lyrura,LC,LC
1550,Hummingbirds,Vervain Hummingbird,Mellisuga minima,LC,LC
1551,Hummingbirds,Bee Hummingbird,Mellisuga helenae,NT,NT
1552,Hummingbirds,Anna's Hummingbird,Calypte anna,LC,LC
1553,Hummingbirds,Costa's Hummingbird,Calypte costae,LC,LC
1554,Hummingbirds,Black-chinned Hummingbird,Archilochus alexandri,LC,LC
1555,Hummingbirds,Ruby-throated Hummingbird,Archilochus colubris,LC,LC
1556,Hummingbirds,Broad-tailed Hummingbird,Selasphorus platycercus,LC,LC
1557,Hummingbirds,Calliope Hummingbird,Selasphorus calliope,LC,LC
1558,Hummingbirds,Rufous Hummingbird,Selasphorus rufus,NT,NT
1559,Hummingbirds,Allen's Hummingbird,Selasphorus sasin,LC,LC
1560,Hummingbirds,Volcano Hummingbird,Selasphorus flammula,LC,LC
1561,Hummingbirds,Scintillant Hummingbird,Selasphorus scintilla,LC,LC
1562,Hummingbirds,Glow-throated Hummingbird,Selasphorus ardens,EN,EN
1563,Hummingbirds,Bumblebee Hummingbird,Atthis heloisa,LC,LC
1564,Hummingbirds,Wine-throated Hummingbird,Atthis ellioti,LC,LC
1565,Hoatzin,Hoatzin,Opisthocomus hoazin,LC,LC
1566,Cuckoos,Greater Ani,Crotophaga major,LC,LC
1567,Cuckoos,Smooth-billed Ani,Crotophaga ani,LC,LC
1568,Cuckoos,Groove-billed Ani,Crotophaga sulcirostris,LC,LC
1569,Cuckoos,Guira Cuckoo,Guira guira,LC,LC
1570,Cuckoos,Striped Cuckoo,Tapera naevia,LC,LC
1571,Cuckoos,Pheasant Cuckoo,Dromococcyx phasianellus,LC,LC
1572,Cuckoos,Pavonine Cuckoo,Dromococcyx pavoninus,LC,LC
1573,Cuckoos,Lesser Ground-cuckoo,Morococcyx erythropygus,LC,LC
1574,Cuckoos,Lesser Roadrunner,Geococcyx velox,LC,LC
1575,Cuckoos,Greater Roadrunner,Geococcyx californianus,LC,LC
1576,Cuckoos,Rufous-vented Ground-cuckoo,Neomorphus geoffroyi,VU,VU
1577,Cuckoos,Banded Ground-cuckoo,Neomorphus radiolosus,EN,EN
1578,Cuckoos,Rufous-winged Ground-cuckoo,Neomorphus rufipennis,LC,LC
1579,Cuckoos,Red-billed Ground-cuckoo,Neomorphus pucheranii,LC,LC
1580,Cuckoos,Snail-eating Coua,Coua delalandei,EX,EX
1581,Cuckoos,Giant Coua,Coua gigas,LC,LC
1582,Cuckoos,Coquerel's Coua,Coua coquereli,LC,LC
1583,Cuckoos,Red-breasted Coua,Coua serriana,LC,LC
1584,Cuckoos,Red-fronted Coua,Coua reynaudii,LC,LC
1585,Cuckoos,Running Coua,Coua cursor,LC,LC
1586,Cuckoos,Red-capped Coua,Coua ruficeps,LC,LC
1587,Cuckoos,Olive-capped Coua,Coua olivaceiceps,LC,LC
1588,Cuckoos,Crested Coua,Coua cristata,LC,LC
1589,Cuckoos,Chestnut-vented Coua,Coua pyropyga,LC,NT
1590,Cuckoos,Verreaux's Coua,Coua verreauxi,LC,LC
1591,Cuckoos,Blue Coua,Coua caerulea,LC,LC
1592,Cuckoos,Bornean Ground-cuckoo,Carpococcyx radiceus,NT,VU
1593,Cuckoos,Sumatran Ground-cuckoo,Carpococcyx viridis,CR,CR
1594,Cuckoos,Coral-billed Ground-cuckoo,Carpococcyx renauldi,VU,VU
1595,Cuckoos,Buff-headed Coucal,Centropus milo,LC,LC
1596,Cuckoos,Pied Coucal,Centropus ateralbus,LC,LC
1597,Cuckoos,Ivory-billed Coucal,Centropus menbeki,LC,LC
1598,Cuckoos,Biak Coucal,Centropus chalybeus,NT,NT
1599,Cuckoos,Rufous Coucal,Centropus unirufus,NT,NT
1600,Cuckoos,Green-billed Coucal,Centropus chlororhynchos,VU,VU
1601,Cuckoos,Black-faced Coucal,Centropus melanops,LC,LC
1602,Cuckoos,Black-hooded Coucal,Centropus steerii,CR,CR
1603,Cuckoos,Short-toed Coucal,Centropus rectunguis,VU,VU
1604,Cuckoos,Bay Coucal,Centropus celebensis,LC,LC
1605,Cuckoos,Gabon Coucal,Centropus anselli,LC,LC
1606,Cuckoos,Black-throated Coucal,Centropus leucogaster,LC,LC
1607,Cuckoos,Senegal Coucal,Centropus senegalensis,LC,LC
1608,Cuckoos,Blue-headed Coucal,Centropus monachus,LC,LC
1609,Cuckoos,Coppery-tailed Coucal,Centropus cupreicaudus,LC,LC
1610,Cuckoos,White-browed Coucal,Centropus superciliosus,LC,LC
1611,Cuckoos,Javan Coucal,Centropus nigrorufus,VU,VU
1612,Cuckoos,Greater Coucal,Centropus sinensis,LC,LC
1613,Cuckoos,Andaman Coucal,Centropus andamanensis,LC,LC
1614,Cuckoos,Goliath Coucal,Centropus goliath,LC,LC
1615,Cuckoos,Madagascar Coucal,Centropus toulou,LC,LC
1616,Cuckoos,Black Coucal,Centropus grillii,LC,LC
1617,Cuckoos,Philippine Coucal,Centropus viridis,LC,LC
1618,Cuckoos,Lesser Coucal,Centropus bengalensis,LC,LC
1619,Cuckoos,Violaceous Coucal,Centropus violaceus,NT,LC
1620,Cuckoos,Black-billed Coucal,Centropus bernsteini,LC,LC
1621,Cuckoos,Pheasant Coucal,Centropus phasianinus,LC,LC
1622,Cuckoos,Kai Coucal,Centropus spilopterus,LC,LC
1623,Cuckoos,Raffles's Malkoha,Rhinortha chlorophaea,LC,LC
1624,Cuckoos,Chattering Yellowbill,Ceuthmochares aereus,LC,LC
1625,Cuckoos,Whistling Yellowbill,Ceuthmochares australis,LC,LC
1626,Cuckoos,Sirkeer Malkoha,Taccocua leschenaultii,LC,LC
1627,Cuckoos,Red-billed Malkoha,Zanclostomus javanicus,LC,LC
1628,Cuckoos,Red-faced Malkoha,Phaenicophaeus pyrrhocephalus,VU,VU
1629,Cuckoos,Blue-faced Malkoha,Phaenicophaeus viridirostris,LC,LC
1630,Cuckoos,Black-bellied Malkoha,Phaenicophaeus diardi,NT,NT
1631,Cuckoos,Chestnut-bellied Malkoha,Phaenicophaeus sumatranus,NT,NT
1632,Cuckoos,Green-billed Malkoha,Phaenicophaeus tristis,LC,LC
1633,Cuckoos,Chestnut-breasted Malkoha,Phaenicophaeus curvirostris,LC,LC
1634,Cuckoos,Mentawai Malkoha,Phaenicophaeus oeneicaudus,LC,LC
1635,Cuckoos,Red-crested Malkoha,Dasylophus superciliosus,LC,LC
1636,Cuckoos,Scale-feathered Malkoha,Lepidogrammus cumingi,LC,LC
1637,Cuckoos,Yellow-billed Malkoha,Rhamphococcyx calyorhynchus,LC,LC
1638,Cuckoos,Jacobin Cuckoo,Clamator jacobinus,LC,LC
1639,Cuckoos,Levaillant's Cuckoo,Clamator levaillantii,LC,LC
1640,Cuckoos,Chestnut-winged Cuckoo,Clamator coromandus,LC,LC
1641,Cuckoos,Great Spotted Cuckoo,Clamator glandarius,LC,LC
1642,Cuckoos,Little Cuckoo,Coccycua minuta,LC,LC
1643,Cuckoos,Dwarf Cuckoo,Coccycua pumila,LC,LC
1644,Cuckoos,Ash-colored Cuckoo,Coccycua cinerea,LC,LC
1645,Cuckoos,Mexican Squirrel-cuckoo,Piaya mexicana,LC,LC
1646,Cuckoos,Common Squirrel-cuckoo,Piaya cayana,LC,LC
1647,Cuckoos,Black-bellied Cuckoo,Piaya melanogaster,LC,LC
1648,Cuckoos,Yellow-billed Cuckoo,Coccyzus americanus,LC,LC
1649,Cuckoos,Pearly-breasted Cuckoo,Coccyzus euleri,LC,LC
1650,Cuckoos,Mangrove Cuckoo,Coccyzus minor,LC,LC
1651,Cuckoos,Cocos Cuckoo,Coccyzus ferrugineus,VU,VU
1652,Cuckoos,Dark-billed Cuckoo,Coccyzus melacoryphus,LC,LC
1653,Cuckoos,Black-billed Cuckoo,Coccyzus erythropthalmus,LC,LC
1654,Cuckoos,Grey-capped Cuckoo,Coccyzus lansbergi,LC,LC
1655,Cuckoos,Chestnut-bellied Cuckoo,Coccyzus pluvialis,LC,LC
1656,Cuckoos,Bay-breasted Cuckoo,Coccyzus rufigularis,EN,EN
1657,Cuckoos,Cuban Lizard-cuckoo,Coccyzus merlini,LC,LC
1658,Cuckoos,Bahama Lizard-cuckoo,Coccyzus bahamensis,NT,NT
1659,Cuckoos,Jamaican Lizard-cuckoo,Coccyzus vetula,LC,LC
1660,Cuckoos,Hispaniolan Lizard-cuckoo,Coccyzus longirostris,LC,LC
1661,Cuckoos,Puerto Rican Lizard-cuckoo,Coccyzus vieilloti,LC,LC
1662,Cuckoos,St Helena Cuckoo,Nannococcyx psix,EX,EX
1663,Cuckoos,Thick-billed Cuckoo,Pachycoccyx audeberti,LC,LC
1664,Cuckoos,Dwarf Koel,Microdynamis parva,LC,LC
1665,Cuckoos,Western Koel,Eudynamys scolopaceus,LC,LC
1666,Cuckoos,Eastern Koel,Eudynamys orientalis,LC,LC
1667,Cuckoos,Long-tailed Koel,Urodynamis taitensis,LC,LC
1668,Cuckoos,Channel-billed Cuckoo,Scythrops novaehollandiae,LC,LC
1669,Cuckoos,Long-billed Cuckoo,Chalcites megarhynchus,LC,LC
1670,Cuckoos,Horsfield's Bronze-cuckoo,Chalcites basalis,LC,LC
1671,Cuckoos,Black-eared Cuckoo,Chalcites osculans,LC,LC
1672,Cuckoos,Rufous-throated Bronze-cuckoo,Chalcites ruficollis,LC,LC
1673,Cuckoos,Shining Bronze-cuckoo,Chalcites lucidus,LC,LC
1674,Cuckoos,White-eared Bronze-cuckoo,Chalcites meyerii,LC,LC
1675,Cuckoos,Little Bronze-cuckoo,Chalcites minutillus,LC,LC
1676,Cuckoos,Pied Bronze-cuckoo,Chalcites crassirostris,LC,LC
1677,Cuckoos,Asian Emerald Cuckoo,Chrysococcyx maculatus,LC,LC
1678,Cuckoos,Violet Cuckoo,Chrysococcyx xanthorhynchus,LC,LC
1679,Cuckoos,Yellow-throated Cuckoo,Chrysococcyx flavigularis,LC,LC
1680,Cuckoos,Klaas's Cuckoo,Chrysococcyx klaas,LC,LC
1681,Cuckoos,African Emerald Cuckoo,Chrysococcyx cupreus,LC,LC
1682,Cuckoos,Diederik Cuckoo,Chrysococcyx caprius,LC,LC
1683,Cuckoos,Chestnut-breasted Cuckoo,Cacomantis castaneiventris,LC,LC
1684,Cuckoos,Fan-tailed Cuckoo,Cacomantis flabelliformis,LC,LC
1685,Cuckoos,Banded Bay Cuckoo,Cacomantis sonneratii,LC,LC
1686,Cuckoos,Plaintive Cuckoo,Cacomantis merulinus,LC,LC
1687,Cuckoos,Grey-bellied Cuckoo,Cacomantis passerinus,LC,LC
1688,Cuckoos,Brush Cuckoo,Cacomantis variolosus,LC,LC
1689,Cuckoos,Moluccan Cuckoo,Cacomantis aeruginosus,LC,LC
1690,Cuckoos,Pallid Cuckoo,Heteroscenes pallidus,LC,LC
1691,Cuckoos,White-crowned Cuckoo,Caliechthrus leucolophus,LC,LC
1692,Cuckoos,Dusky Long-tailed Cuckoo,Cercococcyx mechowi,LC,LC
1693,Cuckoos,Olive Long-tailed Cuckoo,Cercococcyx olivinus,LC,LC
1694,Cuckoos,Barred Long-tailed Cuckoo,Cercococcyx montanus,LC,LC
1695,Cuckoos,Fork-tailed Drongo-cuckoo,Surniculus dicruroides,LC,LC
1696,Cuckoos,Square-tailed Drongo-cuckoo,Surniculus lugubris,LC,LC
1697,Cuckoos,Philippine Drongo-cuckoo,Surniculus velutinus,LC,LC
1698,Cuckoos,Moluccan Drongo-cuckoo,Surniculus musschenbroeki,LC,LC
1699,Cuckoos,Dark Hawk-cuckoo,Hierococcyx bocki,LC,LC
1700,Cuckoos,Large Hawk-cuckoo,Hierococcyx sparverioides,LC,LC
1701,Cuckoos,Common Hawk-cuckoo,Hierococcyx varius,LC,LC
1702,Cuckoos,Moustached Hawk-cuckoo,Hierococcyx vagans,NT,NT
1703,Cuckoos,Whistling Hawk-cuckoo,Hierococcyx nisicolor,LC,LC
1704,Cuckoos,Malay Hawk-cuckoo,Hierococcyx fugax,LC,LC
1705,Cuckoos,Northern Hawk-cuckoo,Hierococcyx hyperythrus,LC,LC
1706,Cuckoos,Philippine Hawk-cuckoo,Hierococcyx pectoralis,LC,LC
1707,Cuckoos,Sulawesi Cuckoo,Cuculus crassirostris,LC,LC
1708,Cuckoos,Red-chested Cuckoo,Cuculus solitarius,LC,LC
1709,Cuckoos,Black Cuckoo,Cuculus clamosus,LC,LC
1710,Cuckoos,Indian Cuckoo,Cuculus micropterus,LC,LC
1711,Cuckoos,Common Cuckoo,Cuculus canorus,LC,LC
1712,Cuckoos,African Cuckoo,Cuculus gularis,LC,LC
1713,Cuckoos,Oriental Cuckoo,Cuculus saturatus,LC,LC
1714,Cuckoos,Sunda Cuckoo,Cuculus lepidus,LC,LC
1715,Cuckoos,Lesser Cuckoo,Cuculus poliocephalus,LC,LC
1716,Cuckoos,Madagascar Cuckoo,Cuculus rochii,LC,LC
1717,Finfoots,African Finfoot,Podica senegalensis,LC,LC
1718,Finfoots,Masked Finfoot,Heliopais personatus,EN,CR
1719,Finfoots,Sungrebe,Heliornis fulica,LC,LC
1720,"Rails, gallinules, coots",White-spotted Flufftail,Sarothrura pulchra,LC,LC
1721,"Rails, gallinules, coots",Buff-spotted Flufftail,Sarothrura elegans,LC,LC
1722,"Rails, gallinules, coots",Red-chested Flufftail,Sarothrura rufa,LC,LC
1723,"Rails, gallinules, coots",Chestnut-headed Flufftail,Sarothrura lugens,LC,LC
1724,"Rails, gallinules, coots",Streaky-breasted Flufftail,Sarothrura boehmi,LC,LC
1725,"Rails, gallinules, coots",Striped Flufftail,Sarothrura affinis,LC,LC
1726,"Rails, gallinules, coots",Madagascar Flufftail,Sarothrura insularis,LC,LC
1727,"Rails, gallinules, coots",White-winged Flufftail,Sarothrura ayresi,CR,CR
1728,"Rails, gallinules, coots",Slender-billed Flufftail,Sarothrura watersi,EN,NT
1729,"Rails, gallinules, coots",Nkulengu Rail,Himantornis haematopus,LC,LC
1730,"Rails, gallinules, coots",Grey-throated Rail,Canirallus oculeus,LC,LC
1731,"Rails, gallinules, coots",Madagascar Wood-rail,Mentocrex kioloides,LC,LC
1732,"Rails, gallinules, coots",Tsingy Wood-rail,Mentocrex beankaensis,NT,VU
1733,"Rails, gallinules, coots",Chestnut Forest-rail,Rallicula rubra,LC,LC
1734,"Rails, gallinules, coots",White-striped Forest-rail,Rallicula leucospila,NT,NT
1735,"Rails, gallinules, coots",Forbes's Forest-rail,Rallicula forbesi,LC,LC
1736,"Rails, gallinules, coots",Mayr's Forest-rail,Rallicula mayri,LC,LC
1737,"Rails, gallinules, coots",Red-necked Crake,Rallina tricolor,LC,LC
1738,"Rails, gallinules, coots",Andaman Crake,Rallina canningi,LC,LC
1739,"Rails, gallinules, coots",Red-legged Crake,Rallina fasciata,LC,LC
1740,"Rails, gallinules, coots",Slaty-legged Crake,Rallina eurizonoides,LC,LC
1741,"Rails, gallinules, coots",Swinhoe's Rail,Coturnicops exquisitus,VU,VU
1742,"Rails, gallinules, coots",Yellow Rail,Coturnicops noveboracensis,LC,LC
1743,"Rails, gallinules, coots",Speckled Rail,Coturnicops notatus,LC,LC
1744,"Rails, gallinules, coots",Ocellated Crake,Micropygia schomburgkii,LC,LC
1745,"Rails, gallinules, coots",Chestnut-headed Crake,Rufirallus castaneiceps,LC,LC
1746,"Rails, gallinules, coots",Russet-crowned Crake,Rufirallus viridis,LC,LC
1747,"Rails, gallinules, coots",Rufous-sided Crake,Laterallus melanophaius,LC,LC
1748,"Rails, gallinules, coots",Rusty-flanked Crake,Laterallus levraudi,VU,VU
1749,"Rails, gallinules, coots",Ruddy Crake,Laterallus ruber,LC,LC
1750,"Rails, gallinules, coots",White-throated Crake,Laterallus albigularis,LC,LC
1751,"Rails, gallinules, coots",Grey-breasted Crake,Laterallus exilis,LC,LC
1752,"Rails, gallinules, coots",Black Rail,Laterallus jamaicensis,NT,EN
1753,"Rails, gallinules, coots",Junin Rail,Laterallus tuerosi,EN,EN
1754,"Rails, gallinules, coots",Galapagos Rail,Laterallus spilonota,VU,VU
1755,"Rails, gallinules, coots",Red-and-white Crake,Laterallus leucopyrrhus,LC,LC
1756,"Rails, gallinules, coots",Rufous-faced Crake,Laterallus xenopterus,VU,VU
1757,"Rails, gallinules, coots",Mangrove Rail,Rallus longirostris,LC,LC
1758,"Rails, gallinules, coots",Mexican Rail,Rallus tenuirostris,NT,NT
1759,"Rails, gallinules, coots",Ridgway's Rail,Rallus obsoletus,NT,NT
1760,"Rails, gallinules, coots",King Rail,Rallus elegans,NT,NT
1761,"Rails, gallinules, coots",Clapper Rail,Rallus crepitans,LC,LC
1762,"Rails, gallinules, coots",Plain-flanked Rail,Rallus wetmorei,EN,EN
1763,"Rails, gallinules, coots",Virginia Rail,Rallus limicola,LC,LC
1764,"Rails, gallinules, coots",Bogota Rail,Rallus semiplumbeus,EN,VU
1765,"Rails, gallinules, coots",Austral Rail,Rallus antarcticus,VU,VU
1766,"Rails, gallinules, coots",Western Water Rail,Rallus aquaticus,LC,LC
1767,"Rails, gallinules, coots",Eastern Water Rail,Rallus indicus,LC,LC
1768,"Rails, gallinules, coots",African Rail,Rallus caerulescens,LC,LC
1769,"Rails, gallinules, coots",Madagascar Rail,Rallus madagascariensis,VU,VU
1770,"Rails, gallinules, coots",Snoring Rail,Aramidopsis plateni,VU,VU
1771,"Rails, gallinules, coots",Slaty-breasted Rail,Lewinia striata,LC,LC
1772,"Rails, gallinules, coots",Brown-banded Rail,Lewinia mirifica,DD,DD
1773,"Rails, gallinules, coots",Lewin's Rail,Lewinia pectoralis,LC,LC
1774,"Rails, gallinules, coots",Auckland Rail,Lewinia muelleri,VU,VU
1775,"Rails, gallinules, coots",Drummer Rail,Habroptila wallacii,VU,VU
1776,"Rails, gallinules, coots",Calayan Rail,Gallirallus calayanensis,VU,VU
1777,"Rails, gallinules, coots",New Caledonian Rail,Gallirallus lafresnayanus,CR,CR
1778,"Rails, gallinules, coots",Weka,Gallirallus australis,VU,VU
1779,"Rails, gallinules, coots",Hawkins's Rail,Diaphorapteryx hawkinsi,EX,EX
1780,"Rails, gallinules, coots",Red Rail,Aphanapteryx bonasia,EX,EX
1781,"Rails, gallinules, coots",Rodrigues Rail,Erythromachus leguati,EX,EX
1782,"Rails, gallinules, coots",Chestnut Rail,Eulabeornis castaneoventris,LC,LC
1783,"Rails, gallinules, coots",Chatham Rail,Cabalus modestus,EX,EX
1784,"Rails, gallinules, coots",Okinawa Rail,Hypotaenidia okinawae,EN,EN
1785,"Rails, gallinules, coots",Barred Rail,Hypotaenidia torquata,LC,LC
1786,"Rails, gallinules, coots",New Britain Rail,Hypotaenidia insignis,NT,NT
1787,"Rails, gallinules, coots",Bar-winged Rail,Hypotaenidia poeciloptera,EX,EX
1788,"Rails, gallinules, coots",Bougainville Rail,Hypotaenidia tertia,NT,NT
1789,"Rails, gallinules, coots",Santa Isabel Rail,Hypotaenidia immaculata,NT,NT
1790,"Rails, gallinules, coots",Guadalcanal Rail,Hypotaenidia woodfordi,NT,LC
