,Family,Common name,Scientific name,2018 IUCN Red List category,2022 IUCN Red List category
326,"Pheasants, partridges, turkeys, grouse",Reeves's Pheasant,Syrmaticus reevesii,VU,VU
327,"Pheasants, partridges, turkeys, grouse",Golden Pheasant,Chrysolophus pictus,LC,LC
328,"Pheasants, partridges, turkeys, grouse",Lady Amherst's Pheasant,Chrysolophus amherstiae,LC,LC
329,"Pheasants, partridges, turkeys, grouse",Common Pheasant,Phasianus colchicus,LC,LC
330,"Pheasants, partridges, turkeys, grouse",Green Pheasant,Phasianus versicolor,LC,LC
331,"Pheasants, partridges, turkeys, grouse",White Eared-pheasant,Crossoptilon crossoptilon,NT,NT
332,"Pheasants, partridges, turkeys, grouse",Tibetan Eared-pheasant,Crossoptilon harmani,NT,NT
333,"Pheasants, partridges, turkeys, grouse",Brown Eared-pheasant,Crossoptilon mantchuricum,VU,VU
334,"Pheasants, partridges, turkeys, grouse",Blue Eared-pheasant,Crossoptilon auritum,LC,LC
335,"Pheasants, partridges, turkeys, grouse",Cheer Pheasant,Catreus wallichii,VU,VU
336,"Pheasants, partridges, turkeys, grouse",Kalij Pheasant,Lophura leucomelanos,LC,LC
337,"Pheasants, partridges, turkeys, grouse",Silver Pheasant,Lophura nycthemera,LC,LC
338,"Pheasants, partridges, turkeys, grouse",Edwards's Pheasant,Lophura edwardsi,CR,CR
339,"Pheasants, partridges, turkeys, grouse",Swinhoe's Pheasant,Lophura swinhoii,NT,NT
340,"Pheasants, partridges, turkeys, grouse",Salvadori's Pheasant,Lophura inornata,NT,NT
341,"Pheasants, partridges, turkeys, grouse",Malay Crestless Fireback,Lophura erythrophthalma,VU,CR
342,"Pheasants, partridges, turkeys, grouse",Bornean Crestless Fireback,Lophura pyronota,VU,EN
343,"Pheasants, partridges, turkeys, grouse",Bornean Crested Fireback,Lophura ignita,NT,VU
344,"Pheasants, partridges, turkeys, grouse",Malay Crested Fireback,Lophura rufa,NT,VU
345,"Pheasants, partridges, turkeys, grouse",Siamese Fireback,Lophura diardi,LC,LC
346,"Pheasants, partridges, turkeys, grouse",Bulwer's Pheasant,Lophura bulweri,VU,VU
347,"Pheasants, partridges, turkeys, grouse",Grey Partridge,Perdix perdix,LC,LC
348,"Pheasants, partridges, turkeys, grouse",Daurian Partridge,Perdix dauurica,LC,LC
349,"Pheasants, partridges, turkeys, grouse",Tibetan Partridge,Perdix hodgsoniae,LC,LC
350,"Pheasants, partridges, turkeys, grouse",Wild Turkey,Meleagris gallopavo,LC,LC
351,"Pheasants, partridges, turkeys, grouse",Ocellated Turkey,Meleagris ocellata,NT,NT
352,"Pheasants, partridges, turkeys, grouse",Ruffed Grouse,Bonasa umbellus,LC,LC
353,"Pheasants, partridges, turkeys, grouse",Hazel Grouse,Bonasa bonasia,LC,LC
354,"Pheasants, partridges, turkeys, grouse",Chinese Grouse,Bonasa sewerzowi,NT,NT
355,"Pheasants, partridges, turkeys, grouse",Willow Grouse,Lagopus lagopus,LC,LC
356,"Pheasants, partridges, turkeys, grouse",Rock Ptarmigan,Lagopus muta,LC,LC
357,"Pheasants, partridges, turkeys, grouse",White-tailed Ptarmigan,Lagopus leucura,LC,LC
358,"Pheasants, partridges, turkeys, grouse",Dusky Grouse,Dendragapus obscurus,LC,LC
359,"Pheasants, partridges, turkeys, grouse",Sooty Grouse,Dendragapus fuliginosus,LC,LC
360,"Pheasants, partridges, turkeys, grouse",Siberian Grouse,Falcipennis falcipennis,NT,NT
361,"Pheasants, partridges, turkeys, grouse",Spruce Grouse,Falcipennis canadensis,LC,LC
362,"Pheasants, partridges, turkeys, grouse",Franklin's Grouse,Falcipennis franklinii,LC,LC
363,"Pheasants, partridges, turkeys, grouse",Western Capercaillie,Tetrao urogallus,LC,LC
364,"Pheasants, partridges, turkeys, grouse",Black-billed Capercaillie,Tetrao urogalloides,LC,LC
365,"Pheasants, partridges, turkeys, grouse",Black Grouse,Lyrurus tetrix,LC,LC
366,"Pheasants, partridges, turkeys, grouse",Caucasian Grouse,Lyrurus mlokosiewiczi,NT,NT
367,"Pheasants, partridges, turkeys, grouse",Sage Grouse,Centrocercus urophasianus,NT,NT
368,"Pheasants, partridges, turkeys, grouse",Gunnison Grouse,Centrocercus minimus,EN,EN
369,"Pheasants, partridges, turkeys, grouse",Sharp-tailed Grouse,Tympanuchus phasianellus,LC,LC
370,"Pheasants, partridges, turkeys, grouse",Greater Prairie-chicken,Tympanuchus cupido,VU,NT
371,"Pheasants, partridges, turkeys, grouse",Lesser Prairie-chicken,Tympanuchus pallidicinctus,VU,VU
372,Screamers,Horned Screamer,Anhima cornuta,LC,LC
373,Screamers,Northern Screamer,Chauna chavaria,NT,NT
374,Screamers,Southern Screamer,Chauna torquata,LC,LC
375,Magpie Goose,Magpie Goose,Anseranas semipalmata,LC,LC
376,"Ducks, geese, swans",White-faced Whistling-duck,Dendrocygna viduata,LC,LC
377,"Ducks, geese, swans",Black-bellied Whistling-duck,Dendrocygna autumnalis,LC,LC
378,"Ducks, geese, swans",Spotted Whistling-duck,Dendrocygna guttata,LC,LC
379,"Ducks, geese, swans",West Indian Whistling-duck,Dendrocygna arborea,VU,NT
380,"Ducks, geese, swans",Fulvous Whistling-duck,Dendrocygna bicolor,LC,LC
381,"Ducks, geese, swans",Plumed Whistling-duck,Dendrocygna eytoni,LC,LC
382,"Ducks, geese, swans",Wandering Whistling-duck,Dendrocygna arcuata,LC,LC
383,"Ducks, geese, swans",Lesser Whistling-duck,Dendrocygna javanica,LC,LC
384,"Ducks, geese, swans",White-backed Duck,Thalassornis leuconotus,LC,LC
385,"Ducks, geese, swans",Black-headed Duck,Heteronetta atricapilla,LC,LC
386,"Ducks, geese, swans",Masked Duck,Nomonyx dominicus,LC,LC
387,"Ducks, geese, swans",Ruddy Duck,Oxyura jamaicensis,LC,LC
388,"Ducks, geese, swans",Andean Duck,Oxyura ferruginea,LC,LC
389,"Ducks, geese, swans",Lake Duck,Oxyura vittata,LC,LC
390,"Ducks, geese, swans",Blue-billed Duck,Oxyura australis,NT,LC
391,"Ducks, geese, swans",Maccoa Duck,Oxyura maccoa,VU,EN
392,"Ducks, geese, swans",White-headed Duck,Oxyura leucocephala,EN,EN
393,"Ducks, geese, swans",Musk Duck,Biziura lobata,LC,LC
394,"Ducks, geese, swans",Pink-eared Duck,Malacorhynchus membranaceus,LC,LC
395,"Ducks, geese, swans",Freckled Duck,Stictonetta naevosa,LC,LC
396,"Ducks, geese, swans",Cape Barren Goose,Cereopsis novaehollandiae,LC,LC
397,"Ducks, geese, swans",Coscoroba Swan,Coscoroba coscoroba,LC,LC
398,"Ducks, geese, swans",Black-necked Swan,Cygnus melancoryphus,LC,LC
399,"Ducks, geese, swans",Black Swan,Cygnus atratus,LC,LC
400,"Ducks, geese, swans",Mute Swan,Cygnus olor,LC,LC
401,"Ducks, geese, swans",Trumpeter Swan,Cygnus buccinator,LC,LC
402,"Ducks, geese, swans",Whooper Swan,Cygnus cygnus,LC,LC
403,"Ducks, geese, swans",Tundra Swan,Cygnus columbianus,LC,LC
404,"Ducks, geese, swans",Brent Goose,Branta bernicla,LC,LC
405,"Ducks, geese, swans",Barnacle Goose,Branta leucopsis,LC,LC
406,"Ducks, geese, swans",Red-breasted Goose,Branta ruficollis,VU,VU
407,"Ducks, geese, swans",Cackling Goose,Branta hutchinsii,LC,LC
408,"Ducks, geese, swans",Canada Goose,Branta canadensis,LC,LC
409,"Ducks, geese, swans",Hawaiian Goose,Branta sandvicensis,VU,NT
410,"Ducks, geese, swans",Emperor Goose,Anser canagicus,NT,NT
411,"Ducks, geese, swans",Snow Goose,Anser caerulescens,LC,LC
412,"Ducks, geese, swans",Ross's Goose,Anser rossii,LC,LC
413,"Ducks, geese, swans",Bar-headed Goose,Anser indicus,LC,LC
414,"Ducks, geese, swans",Greylag Goose,Anser anser,LC,LC
415,"Ducks, geese, swans",Swan Goose,Anser cygnoid,VU,VU
416,"Ducks, geese, swans",Bean Goose,Anser fabalis,LC,LC
417,"Ducks, geese, swans",Pink-footed Goose,Anser brachyrhynchus,LC,LC
418,"Ducks, geese, swans",Greater White-fronted Goose,Anser albifrons,LC,LC
419,"Ducks, geese, swans",Lesser White-fronted Goose,Anser erythropus,VU,VU
420,"Ducks, geese, swans",Long-tailed Duck,Clangula hyemalis,VU,VU
421,"Ducks, geese, swans",Spectacled Eider,Somateria fischeri,NT,NT
422,"Ducks, geese, swans",King Eider,Somateria spectabilis,LC,LC
423,"Ducks, geese, swans",Common Eider,Somateria mollissima,NT,NT
424,"Ducks, geese, swans",Steller's Eider,Polysticta stelleri,VU,VU
425,"Ducks, geese, swans",Surf Scoter,Melanitta perspicillata,LC,LC
426,"Ducks, geese, swans",Velvet Scoter,Melanitta fusca,VU,VU
427,"Ducks, geese, swans",Siberian Scoter,Melanitta stejnegeri,LC,LC
428,"Ducks, geese, swans",White-winged Scoter,Melanitta deglandi,LC,LC
429,"Ducks, geese, swans",Common Scoter,Melanitta nigra,LC,LC
430,"Ducks, geese, swans",Black Scoter,Melanitta americana,NT,NT
431,"Ducks, geese, swans",Bufflehead,Bucephala albeola,LC,LC
432,"Ducks, geese, swans",Common Goldeneye,Bucephala clangula,LC,LC
433,"Ducks, geese, swans",Barrow's Goldeneye,Bucephala islandica,LC,LC
434,"Ducks, geese, swans",Smew,Mergellus albellus,LC,LC
435,"Ducks, geese, swans",Hooded Merganser,Lophodytes cucullatus,LC,LC
436,"Ducks, geese, swans",Goosander,Mergus merganser,LC,LC
437,"Ducks, geese, swans",Scaly-sided Merganser,Mergus squamatus,EN,EN
438,"Ducks, geese, swans",Red-breasted Merganser,Mergus serrator,LC,LC
439,"Ducks, geese, swans",Auckland Merganser,Mergus australis,EX,EX
440,"Ducks, geese, swans",Brazilian Merganser,Mergus octosetaceus,CR,CR
441,"Ducks, geese, swans",Harlequin Duck,Histrionicus histrionicus,LC,LC
442,"Ducks, geese, swans",Labrador Duck,Camptorhynchus labradorius,EX,EX
443,"Ducks, geese, swans",Orinoco Goose,Neochen jubata,NT,NT
444,"Ducks, geese, swans",Andean Goose,Chloephaga melanoptera,LC,LC
445,"Ducks, geese, swans",Upland Goose,Chloephaga picta,LC,LC
446,"Ducks, geese, swans",Kelp Goose,Chloephaga hybrida,LC,LC
447,"Ducks, geese, swans",Ashy-headed Goose,Chloephaga poliocephala,LC,LC
448,"Ducks, geese, swans",Ruddy-headed Goose,Chloephaga rubidiceps,LC,LC
449,"Ducks, geese, swans",Radjah Shelduck,Radjah radjah,LC,LC
450,"Ducks, geese, swans",Egyptian Goose,Alopochen aegyptiaca,LC,LC
451,"Ducks, geese, swans",Mauritius Shelduck,Alopochen mauritiana,EX,EX
452,"Ducks, geese, swans",Reunion Shelduck,Alopochen kervazoi,EX,EX
453,"Ducks, geese, swans",Common Shelduck,Tadorna tadorna,LC,LC
454,"Ducks, geese, swans",Ruddy Shelduck,Tadorna ferruginea,LC,LC
455,"Ducks, geese, swans",South African Shelduck,Tadorna cana,LC,LC
456,"Ducks, geese, swans",Australian Shelduck,Tadorna tadornoides,LC,LC
457,"Ducks, geese, swans",Paradise Shelduck,Tadorna variegata,LC,LC
458,"Ducks, geese, swans",Crested Shelduck,Tadorna cristata,CR,CR
459,"Ducks, geese, swans",Spur-winged Goose,Plectropterus gambensis,LC,LC
460,"Ducks, geese, swans",Muscovy Duck,Cairina moschata,LC,LC
461,"Ducks, geese, swans",American Comb Duck,Sarkidiornis sylvicola,LC,LC
462,"Ducks, geese, swans",African Comb Duck,Sarkidiornis melanotos,LC,LC
463,"Ducks, geese, swans",African Pygmy-goose,Nettapus auritus,LC,LC
464,"Ducks, geese, swans",Cotton Pygmy-goose,Nettapus coromandelianus,LC,LC
465,"Ducks, geese, swans",Green Pygmy-goose,Nettapus pulchellus,LC,LC
466,"Ducks, geese, swans",Ringed Teal,Callonetta leucophrys,LC,LC
467,"Ducks, geese, swans",Wood Duck,Aix sponsa,LC,LC
468,"Ducks, geese, swans",Mandarin Duck,Aix galericulata,LC,LC
469,"Ducks, geese, swans",Maned Duck,Chenonetta jubata,LC,LC
470,"Ducks, geese, swans",Finsch's Duck,Chenonetta finschi,EX,EX
471,"Ducks, geese, swans",Blue Duck,Hymenolaimus malacorhynchos,EN,EN
472,"Ducks, geese, swans",Torrent Duck,Merganetta armata,LC,LC
473,"Ducks, geese, swans",Hartlaub's Duck,Pteronetta hartlaubii,LC,LC
474,"Ducks, geese, swans",Blue-winged Goose,Cyanochen cyanoptera,VU,NT
475,"Ducks, geese, swans",Marbled Teal,Marmaronetta angustirostris,VU,VU
476,"Ducks, geese, swans",White-winged Duck,Asarcornis scutulata,EN,EN
477,"Ducks, geese, swans",Red-crested Pochard,Netta rufina,LC,LC
478,"Ducks, geese, swans",Rosy-billed Pochard,Netta peposaca,LC,LC
479,"Ducks, geese, swans",Southern Pochard,Netta erythrophthalma,LC,LC
480,"Ducks, geese, swans",Common Pochard,Aythya ferina,VU,VU
481,"Ducks, geese, swans",Redhead,Aythya americana,LC,LC
482,"Ducks, geese, swans",Canvasback,Aythya valisineria,LC,LC
483,"Ducks, geese, swans",Hardhead,Aythya australis,LC,LC
484,"Ducks, geese, swans",Madagascar Pochard,Aythya innotata,CR,CR
485,"Ducks, geese, swans",Baer's Pochard,Aythya baeri,CR,CR
486,"Ducks, geese, swans",Ferruginous Duck,Aythya nyroca,NT,NT
487,"Ducks, geese, swans",New Zealand Scaup,Aythya novaeseelandiae,LC,LC
488,"Ducks, geese, swans",Ring-necked Duck,Aythya collaris,LC,LC
489,"Ducks, geese, swans",Tufted Duck,Aythya fuligula,LC,LC
490,"Ducks, geese, swans",Greater Scaup,Aythya marila,LC,LC
491,"Ducks, geese, swans",Lesser Scaup,Aythya affinis,LC,LC
492,"Ducks, geese, swans",Pink-headed Duck,Rhodonessa caryophyllacea,CR,CR
493,"Ducks, geese, swans",Salvadori's Teal,Salvadorina waigiuensis,VU,LC
494,"Ducks, geese, swans",Flying Steamerduck,Tachyeres patachonicus,LC,LC
495,"Ducks, geese, swans",White-headed Steamerduck,Tachyeres leucocephalus,VU,VU
496,"Ducks, geese, swans",Magellanic Steamerduck,Tachyeres pteneres,LC,LC
497,"Ducks, geese, swans",Falkland Steamerduck,Tachyeres brachypterus,LC,LC
498,"Ducks, geese, swans",Crested Duck,Lophonetta specularioides,LC,LC
499,"Ducks, geese, swans",Spectacled Duck,Speculanas specularis,NT,NT
500,"Ducks, geese, swans",Brazilian Teal,Amazonetta brasiliensis,LC,LC
501,"Ducks, geese, swans",Garganey,Spatula querquedula,LC,LC
502,"Ducks, geese, swans",Hottentot Teal,Spatula hottentota,LC,LC
503,"Ducks, geese, swans",Puna Teal,Spatula puna,LC,LC
504,"Ducks, geese, swans",Silver Teal,Spatula versicolor,LC,LC
505,"Ducks, geese, swans",Red Shoveler,Spatula platalea,LC,LC
506,"Ducks, geese, swans",Cape Shoveler,Spatula smithii,LC,LC
507,"Ducks, geese, swans",Australian Shoveler,Spatula rhynchotis,LC,LC
508,"Ducks, geese, swans",Northern Shoveler,Spatula clypeata,LC,LC
509,"Ducks, geese, swans",Cinnamon Teal,Spatula cyanoptera,LC,LC
510,"Ducks, geese, swans",Blue-winged Teal,Spatula discors,LC,LC
511,"Ducks, geese, swans",Baikal Teal,Sibirionetta formosa,LC,LC
512,"Ducks, geese, swans",Falcated Duck,Mareca falcata,NT,NT
513,"Ducks, geese, swans",Gadwall,Mareca strepera,LC,LC
514,"Ducks, geese, swans",Eurasian Wigeon,Mareca penelope,LC,LC
515,"Ducks, geese, swans",American Wigeon,Mareca americana,LC,LC
516,"Ducks, geese, swans",Chiloe Wigeon,Mareca sibilatrix,LC,LC
517,"Ducks, geese, swans",African Black Duck,Anas sparsa,LC,LC
518,"Ducks, geese, swans",Yellow-billed Duck,Anas undulata,LC,LC
519,"Ducks, geese, swans",Meller's Duck,Anas melleri,EN,EN
520,"Ducks, geese, swans",Pacific Black Duck,Anas superciliosa,LC,LC
521,"Ducks, geese, swans",Philippine Duck,Anas luzonica,VU,VU
522,"Ducks, geese, swans",Chinese Spot-billed Duck,Anas zonorhyncha,LC,LC
523,"Ducks, geese, swans",Indian Spot-billed Duck,Anas poecilorhyncha,LC,LC
524,"Ducks, geese, swans",Laysan Duck,Anas laysanensis,CR,CR
525,"Ducks, geese, swans",Mallard,Anas platyrhynchos,LC,LC
526,"Ducks, geese, swans",American Black Duck,Anas rubripes,LC,LC
527,"Ducks, geese, swans",Mottled Duck,Anas fulvigula,LC,LC
528,"Ducks, geese, swans",Hawaiian Duck,Anas wyvilliana,EN,EN
529,"Ducks, geese, swans",Mauritius Duck,Anas theodori,EX,EX
530,"Ducks, geese, swans",Andaman Teal,Anas albogularis,VU,VU
531,"Ducks, geese, swans",Sunda Teal,Anas gibberifrons,NT,NT
532,"Ducks, geese, swans",Grey Teal,Anas gracilis,LC,LC
533,"Ducks, geese, swans",Chestnut Teal,Anas castanea,LC,LC
534,"Ducks, geese, swans",Brown Teal,Anas chlorotis,NT,NT
535,"Ducks, geese, swans",Auckland Teal,Anas aucklandica,VU,NT
536,"Ducks, geese, swans",Campbell Teal,Anas nesiotis,EN,VU
537,"Ducks, geese, swans",Madagascar Teal,Anas bernieri,EN,EN
538,"Ducks, geese, swans",Cape Teal,Anas capensis,LC,LC
539,"Ducks, geese, swans",White-cheeked Pintail,Anas bahamensis,LC,LC
540,"Ducks, geese, swans",Red-billed Teal,Anas erythrorhyncha,LC,LC
541,"Ducks, geese, swans",Northern Pintail,Anas acuta,LC,LC
542,"Ducks, geese, swans",Southern Pintail,Anas eatoni,VU,VU
543,"Ducks, geese, swans",Amsterdam Duck,Anas marecula,EX,EX
544,"Ducks, geese, swans",Yellow-billed Pintail,Anas georgica,LC,LC
545,"Ducks, geese, swans",Common Teal,Anas crecca,LC,LC
546,"Ducks, geese, swans",Andean Teal,Anas andium,LC,LC
547,"Ducks, geese, swans",Yellow-billed Teal,Anas flavirostris,LC,LC
548,Grebes,Little Grebe,Tachybaptus ruficollis,LC,LC
549,Grebes,Australasian Grebe,Tachybaptus novaehollandiae,LC,LC
550,Grebes,Madagascar Grebe,Tachybaptus pelzelnii,EN,EN
551,Grebes,Alaotra Grebe,Tachybaptus rufolavatus,EX,EX
552,Grebes,Least Grebe,Tachybaptus dominicus,LC,LC
553,Grebes,Pied-billed Grebe,Podilymbus podiceps,LC,LC
554,Grebes,Atitlan Grebe,Podilymbus gigas,EX,EX
555,Grebes,White-tufted Grebe,Rollandia rolland,LC,LC
556,Grebes,Titicaca Grebe,Rollandia microptera,EN,EN
557,Grebes,Hoary-headed Grebe,Poliocephalus poliocephalus,LC,LC
558,Grebes,New Zealand Grebe,Poliocephalus rufopectus,NT,LC
559,Grebes,Great Grebe,Podiceps major,LC,LC
560,Grebes,Red-necked Grebe,Podiceps grisegena,LC,LC
561,Grebes,Great Crested Grebe,Podiceps cristatus,LC,LC
562,Grebes,Horned Grebe,Podiceps auritus,VU,VU
563,Grebes,Black-necked Grebe,Podiceps nigricollis,LC,LC
564,Grebes,Colombian Grebe,Podiceps andinus,EX,EX
565,Grebes,Northern Silvery Grebe,Podiceps juninensis,NT,NT
566,Grebes,Southern Silvery Grebe,Podiceps occipitalis,LC,LC
567,Grebes,Junin Grebe,Podiceps taczanowskii,CR,EN
568,Grebes,Hooded Grebe,Podiceps gallardoi,CR,CR
569,Grebes,Western Grebe,Aechmophorus occidentalis,LC,LC
570,Grebes,Clark's Grebe,Aechmophorus clarkii,LC,LC
571,Flamingos,Greater Flamingo,Phoenicopterus roseus,LC,LC
572,Flamingos,American Flamingo,Phoenicopterus ruber,LC,LC
573,Flamingos,Chilean Flamingo,Phoenicopterus chilensis,NT,NT
574,Flamingos,Lesser Flamingo,Phoeniconaias minor,NT,NT
575,Flamingos,Andean Flamingo,Phoenicoparrus andinus,VU,VU
576,Flamingos,Puna Flamingo,Phoenicoparrus jamesi,NT,NT
577,Tropicbirds,Red-billed Tropicbird,Phaethon aethereus,LC,LC
578,Tropicbirds,Red-tailed Tropicbird,Phaethon rubricauda,LC,LC
579,Tropicbirds,White-tailed Tropicbird,Phaethon lepturus,LC,LC
580,Kagu,Kagu,Rhynochetos jubatus,EN,EN
581,Sunbittern,Sunbittern,Eurypyga helias,LC,LC
582,Mesites,White-breasted Mesite,Mesitornis variegatus,VU,VU
583,Mesites,Brown Mesite,Mesitornis unicolor,VU,VU
584,Mesites,Subdesert Mesite,Monias benschi,VU,VU
585,"Pigeons, doves",Rock Dove,Columba livia,LC,LC
586,"Pigeons, doves",Hill Pigeon,Columba rupestris,LC,LC
587,"Pigeons, doves",Snow Pigeon,Columba leuconota,LC,LC
588,"Pigeons, doves",Speckled Pigeon,Columba guinea,LC,LC
589,"Pigeons, doves",White-collared Pigeon,Columba albitorques,LC,LC
590,"Pigeons, doves",Stock Dove,Columba oenas,LC,LC
591,"Pigeons, doves",Yellow-eyed Pigeon,Columba eversmanni,VU,VU
592,"Pigeons, doves",Somali Pigeon,Columba oliviae,DD,DD
593,"Pigeons, doves",Common Woodpigeon,Columba palumbus,LC,LC
594,"Pigeons, doves",Madeira Laurel-pigeon,Columba trocaz,LC,LC
595,"Pigeons, doves",Dark-tailed Laurel-pigeon,Columba bollii,LC,LC
596,"Pigeons, doves",White-tailed Laurel-pigeon,Columba junoniae,NT,NT
597,"Pigeons, doves",Afep Pigeon,Columba unicincta,LC,LC
598,"Pigeons, doves",African Olive-pigeon,Columba arquatrix,LC,LC
599,"Pigeons, doves",Cameroon Olive-pigeon,Columba sjostedti,LC,LC
600,"Pigeons, doves",Sao Tome Olive-pigeon,Columba thomensis,EN,EN
601,"Pigeons, doves",Comoro Olive-pigeon,Columba pollenii,NT,NT
602,"Pigeons, doves",Speckled Woodpigeon,Columba hodgsonii,LC,LC
603,"Pigeons, doves",White-naped Pigeon,Columba albinucha,NT,NT
604,"Pigeons, doves",Ashy Woodpigeon,Columba pulchricollis,LC,LC
605,"Pigeons, doves",Nilgiri Woodpigeon,Columba elphinstonii,VU,VU
606,"Pigeons, doves",Sri Lanka Woodpigeon,Columba torringtoniae,VU,VU
607,"Pigeons, doves",Pale-capped Pigeon,Columba punicea,VU,VU
608,"Pigeons, doves",Silvery Pigeon,Columba argentina,CR,CR
609,"Pigeons, doves",Andaman Woodpigeon,Columba palumboides,NT,NT
610,"Pigeons, doves",Japanese Woodpigeon,Columba janthina,NT,NT
611,"Pigeons, doves",Bonin Woodpigeon,Columba versicolor,EX,EX
612,"Pigeons, doves",Ryukyu Woodpigeon,Columba jouyi,EX,EX
613,"Pigeons, doves",Metallic Pigeon,Columba vitiensis,LC,LC
614,"Pigeons, doves",White-headed Pigeon,Columba leucomela,LC,LC
615,"Pigeons, doves",Yellow-legged Pigeon,Columba pallidiceps,VU,VU
616,"Pigeons, doves",Eastern Bronze-naped Pigeon,Columba delegorguei,LC,LC
617,"Pigeons, doves",Western Bronze-naped Pigeon,Columba iriditorques,LC,LC
618,"Pigeons, doves",Sao Tome Bronze-naped Pigeon,Columba malherbii,NT,NT
