Family,Common name,Scientific name,2018 IUCN Red List category
Woodswallows and butcherbirds,White-browed Woodswallow,Artamus superciliosus,LC
Woodswallows and butcherbirds,Dusky Woodswallow,Artamus cyanopterus,LC
Woodswallows and butcherbirds,Black-faced Woodswallow,Artamus cinereus,LC
Woodswallows and butcherbirds,Little Woodswallow,Artamus minor,LC
Woodswallows and butcherbirds,Great Woodswallow,Artamus maximus,LC
Woodswallows and butcherbirds,White-breasted Woodswallow,Artamus leucoryn,LC
Woodswallows and butcherbirds,Fiji Woodswallow,Artamus mentalis,LC
Woodswallows and butcherbirds,White-backed Woodswallow,Artamus insignis,LC
Woodswallows and butcherbirds,Ivory-backed Woodswallow,Artamus monachus,LC
Woodswallows and butcherbirds,Ashy Woodswallow,Artamus fuscus,LC
Boatbills,Yellow-breasted Boatbill,Machaerirhynchus flaviventer,LC
Boatbills,Black-breasted Boatbill,Machaerirhynchus nigripectus,LC
Vangas and allies,Archbold's Newtonia,Newtonia archboldi,LC
Vangas and allies,Common Newtonia,Newtonia brunneicauda,LC
Vangas and allies,Red-tailed Newtonia,Newtonia fanovanae,VU
Vangas and allies,Dark Newtonia,Newtonia amphichroa,LC
Vangas and allies,Tylas Vanga,Tylas eduardi,LC
Vangas and allies,Red-tailed Vanga,Calicalicus madagascariensis,LC
Vangas and allies,Red-shouldered Vanga,Calicalicus rufocarpalis,VU
Vangas and allies,Nuthatch Vanga,Hypositta corallirostris,LC
Vangas and allies,Chabert Vanga,Leptopterus chabert,LC
Vangas and allies,Comoro Blue Vanga,Cyanolanius comorensis,EN
Vangas and allies,Madagascar Blue Vanga,Cyanolanius madagascarinus,LC
Vangas and allies,Crossley's Vanga,Mystacornis crossleyi,LC
Vangas and allies,Ward's Flycatcher,Pseudobias wardi,LC
Vangas and allies,Hook-billed Vanga,Vanga curvirostris,LC
Vangas and allies,Rufous Vanga,Schetba rufa,LC
Vangas and allies,Helmet Vanga,Euryceros prevostii,EN
Vangas and allies,Pollen's Vanga,Xenopirostris polleni,NT
Vangas and allies,Lafresnaye's Vanga,Xenopirostris xenopirostris,LC
Vangas and allies,Van Dam's Vanga,Xenopirostris damii,EN
Vangas and allies,Bernier's Vanga,Oriolia bernieri,EN
Vangas and allies,Sickle-billed Vanga,Falculea palliata,LC
Vangas and allies,White-headed Vanga,Artamella viridis,LC
Vangas and allies,White-crested Helmetshrike,Prionops plumatus,LC
Vangas and allies,Grey-crested Helmetshrike,Prionops poliolophus,NT
Vangas and allies,Yellow-crested Helmetshrike,Prionops alberti,VU
Vangas and allies,Red-billed Helmetshrike,Prionops caniceps,LC
Vangas and allies,Rufous-bellied Helmetshrike,Prionops rufiventris,LC
Vangas and allies,Retz's Helmetshrike,Prionops retzii,LC
Vangas and allies,Gabela Helmetshrike,Prionops gabela,EN
Vangas and allies,Chestnut-fronted Helmetshrike,Prionops scopifrons,LC
Vangas and allies,Bar-winged Flycatcher-shrike,Hemipus picatus,LC
Vangas and allies,Black-winged Flycatcher-shrike,Hemipus hirundinaceus,LC
Vangas and allies,Malabar Woodshrike,Tephrodornis sylvicola,LC
Vangas and allies,Large Woodshrike,Tephrodornis virgatus,LC
Vangas and allies,Common Woodshrike,Tephrodornis pondicerianus,LC
Vangas and allies,Sri Lanka Woodshrike,Tephrodornis affinis,LC
Vangas and allies,African Shrike-flycatcher,Megabyas flammulatus,LC
Vangas and allies,Black-and-white Shrike-flycatcher,Bias musicus,LC
Vangas and allies,Rufous-winged Philentoma,Philentoma pyrhoptera,LC
Vangas and allies,Maroon-breasted Philentoma,Philentoma velata,NT
Batises and wattle-eyes,Ground Batis,Lanioturdus torquatus,LC
Batises and wattle-eyes,Ruwenzori Batis,Batis diops,LC
Batises and wattle-eyes,Margaret's Batis,Batis margaritae,LC
Batises and wattle-eyes,Forest Batis,Batis mixta,LC
Batises and wattle-eyes,Reichenow's Batis,Batis reichenowi,LC
Batises and wattle-eyes,Dark Batis,Batis crypta,LC
Batises and wattle-eyes,Malawi Batis,Batis dimorpha,LC
Batises and wattle-eyes,Cape Batis,Batis capensis,LC
Batises and wattle-eyes,Woodwards' Batis,Batis fratrum,LC
Batises and wattle-eyes,Chinspot Batis,Batis molitor,LC
Batises and wattle-eyes,Senegal Batis,Batis senegalensis,LC
Batises and wattle-eyes,Grey-headed Batis,Batis orientalis,LC
Batises and wattle-eyes,East Coast Batis,Batis soror,LC
Batises and wattle-eyes,Pririt Batis,Batis pririt,LC
Batises and wattle-eyes,Eastern Black-headed Batis,Batis minor,LC
Batises and wattle-eyes,Western Black-headed Batis,Batis erlangeri,LC
Batises and wattle-eyes,Pygmy Batis,Batis perkeo,LC
Batises and wattle-eyes,Angola Batis,Batis minulla,LC
Batises and wattle-eyes,Gabon Batis,Batis minima,LC
Batises and wattle-eyes,Ituri Batis,Batis ituriensis,LC
Batises and wattle-eyes,West African Batis,Batis occulta,LC
Batises and wattle-eyes,Bioko Batis,Batis poensis,LC
Batises and wattle-eyes,West African Wattle-eye,Dyaphorophyia hormophora,LC
Batises and wattle-eyes,Chestnut Wattle-eye,Dyaphorophyia castanea,LC
Batises and wattle-eyes,White-spotted Wattle-eye,Dyaphorophyia tonsa,LC
Batises and wattle-eyes,Red-cheeked Wattle-eye,Dyaphorophyia blissetti,LC
Batises and wattle-eyes,Black-necked Wattle-eye,Dyaphorophyia chalybea,LC
Batises and wattle-eyes,Jameson's Wattle-eye,Dyaphorophyia jamesoni,LC
Batises and wattle-eyes,Rufous-bellied Wattle-eye,Dyaphorophyia concreta,LC
Batises and wattle-eyes,Yellow-bellied Wattle-eye,Dyaphorophyia ansorgei,LC
Batises and wattle-eyes,Brown-throated Wattle-eye,Platysteira cyanea,LC
Batises and wattle-eyes,White-fronted Wattle-eye,Platysteira albifrons,NT
Batises and wattle-eyes,Banded Wattle-eye,Platysteira laticincta,EN
Batises and wattle-eyes,Black-throated Wattle-eye,Platysteira peltata,LC
Ioras,Common Iora,Aegithina tiphia,LC
Ioras,Marshall's Iora,Aegithina nigrolutea,LC
Ioras,Green Iora,Aegithina viridissima,NT
Ioras,Great Iora,Aegithina lafresnayei,LC
Bristlehead,Bornean Bristlehead,Pityriasis gymnocephala,NT
Bush-shrikes,Fiery-breasted Bush-shrike,Malaconotus cruentus,LC
Bush-shrikes,Grey-headed Bush-shrike,Malaconotus blanchoti,LC
Bush-shrikes,Monteiro's Bush-shrike,Malaconotus monteiri,NT
Bush-shrikes,Lagden's Bush-shrike,Malaconotus lagdeni,NT
Bush-shrikes,Green-breasted Bush-shrike,Malaconotus gladiator,VU
Bush-shrikes,Uluguru Bush-shrike,Malaconotus alius,EN
Bush-shrikes,Sabine's Puffback,Dryoscopus sabini,LC
Bush-shrikes,Pink-footed Puffback,Dryoscopus angolensis,LC
Bush-shrikes,Red-eyed Puffback,Dryoscopus senegalensis,LC
Bush-shrikes,Black-backed Puffback,Dryoscopus cubla,LC
Bush-shrikes,Northern Puffback,Dryoscopus gambensis,LC
Bush-shrikes,Pringle's Puffback,Dryoscopus pringlii,LC
Bush-shrikes,Marsh Tchagra,Bocagia minuta,LC
Bush-shrikes,Brown-crowned Tchagra,Tchagra australis,LC
Bush-shrikes,Three-streaked Tchagra,Tchagra jamesi,LC
Bush-shrikes,Southern Tchagra,Tchagra tchagra,LC
Bush-shrikes,Black-crowned Tchagra,Tchagra senegalus,LC
Bush-shrikes,Brubru,Nilaus afer,LC
Bush-shrikes,Mount Kupe Bush-shrike,Chlorophoneus kupeensis,EN
Bush-shrikes,Many-coloured Bush-shrike,Chlorophoneus multicolor,LC
Bush-shrikes,Black-fronted Bush-shrike,Chlorophoneus nigrifrons,LC
Bush-shrikes,Olive Bush-shrike,Chlorophoneus olivaceus,LC
Bush-shrikes,Bocage's Bush-shrike,Chlorophoneus bocagei,LC
Bush-shrikes,Orange-breasted Bush-shrike,Chlorophoneus sulfureopectus,LC
Bush-shrikes,Lowland Sooty Boubou,Laniarius leucorhynchus,LC
Bush-shrikes,Mountain Sooty Boubou,Laniarius poensis,LC
Bush-shrikes,Albertine Sooty Boubou,Laniarius holomelas,LC
Bush-shrikes,Fülleborn's Boubou,Laniarius fuelleborni,LC
Bush-shrikes,Slate-coloured Boubou,Laniarius funebris,LC
Bush-shrikes,Lühder's Bush-shrike,Laniarius luehderi,LC
Bush-shrikes,Braun's Bush-shrike,Laniarius brauni,EN
Bush-shrikes,Gabela Bush-shrike,Laniarius amboimensis,EN
Bush-shrikes,Red-naped Bush-shrike,Laniarius ruficeps,LC
Bush-shrikes,Tropical Boubou,Laniarius aethiopicus,LC
Bush-shrikes,Manda Boubou,Laniarius nigerrimus,LC
Bush-shrikes,Zanzibar Boubou,Laniarius sublacteus,LC
Bush-shrikes,Southern Boubou,Laniarius ferrugineus,LC
Bush-shrikes,Swamp Boubou,Laniarius bicolor,LC
Bush-shrikes,Turati's Boubou,Laniarius turatii,LC
Bush-shrikes,Yellow-crowned Gonolek,Laniarius barbarus,LC
Bush-shrikes,Black-headed Gonolek,Laniarius erythrogaster,LC
Bush-shrikes,Crimson-breasted Gonolek,Laniarius atrococcineus,LC
Bush-shrikes,Papyrus Gonolek,Laniarius mufumbiri,NT
Bush-shrikes,Yellow-breasted Boubou,Laniarius atroflavus,LC
Bush-shrikes,Rosy-patched Bush-shrike,Rhodophoneus cruentus,LC
Bush-shrikes,Bokmakierie,Telophorus zeylonus,LC
Bush-shrikes,Doherty's Bush-shrike,Telophorus dohertyi,LC
Bush-shrikes,Gorgeous Bush-shrike,Telophorus viridis,LC
Fantails,Drongo Fantail,Chaetorhynchus papuensis,LC
Fantails,Natewa Silktail,Lamprolia klinesmithi,VU
Fantails,Taveuni Silktail,Lamprolia victoriae,NT
Fantails,Black Fantail,Rhipidura atra,LC
Fantails,Black-and-cinnamon Fantail,Rhipidura nigrocinnamomea,LC
Fantails,Blue-headed Fantail,Rhipidura cyaniceps,LC
Fantails,Tablas Fantail,Rhipidura sauli,VU
Fantails,Visayan Fantail,Rhipidura albiventris,LC
Fantails,Visayan Blue Fantail,Rhipidura samarensis,LC
Fantails,Mindanao Blue Fantail,Rhipidura superciliaris,LC
Fantails,White-bellied Fantail,Rhipidura euryura,LC
Fantails,Spotted Fantail,Rhipidura perlata,LC
Fantails,Cinnamon-tailed Fantail,Rhipidura fuscorufa,NT
Fantails,Roti Fantail,Rhipidura tenkatei,LC
Fantails,Timor Fantail,Rhipidura rufiventris,LC
Fantails,Banda Fantail,Rhipidura hoedti,LC
Fantails,Buru Fantail,Rhipidura bouruensis,LC
Fantails,Obi Fantail,Rhipidura obiensis,LC
Fantails,Seram Fantail,Rhipidura cinerea,LC
Fantails,Kai Fantail,Rhipidura assimilis,LC
Fantails,Biak Fantail,Rhipidura kordensis,LC
Fantails,Northern Fantail,Rhipidura isura,LC
Fantails,White-winged Fantail,Rhipidura cockerelli,LC
Fantails,White-gorgeted Fantail,Rhipidura coultasi,NT
Fantails,Brown-capped Fantail,Rhipidura diluta,LC
Fantails,Sooty Thicket-fantail,Rhipidura threnothorax,LC
Fantails,Black Thicket-fantail,Rhipidura maculipectus,LC
Fantails,White-bellied Thicket-fantail,Rhipidura leucothorax,LC
Fantails,Willie Wagtail,Rhipidura leucophrys,LC
Fantails,Sunda Pied Fantail,Rhipidura javanica,LC
Fantails,Philippine Pied Fantail,Rhipidura nigritorquis,LC
Fantails,White-browed Fantail,Rhipidura aureola,LC
Fantails,White-spotted Fantail,Rhipidura albogularis,LC
Fantails,White-throated Fantail,Rhipidura albicollis,LC
Fantails,Rufous-tailed Fantail,Rhipidura phoenicura,LC
Fantails,Dimorphic Fantail,Rhipidura brachyrhyncha,LC
Fantails,Rufous-backed Fantail,Rhipidura rufidorsa,LC
Fantails,Bismarck Fantail,Rhipidura dahli,LC
Fantails,Mussau Fantail,Rhipidura matthiae,NT
Fantails,Malaita Fantail,Rhipidura malaitae,VU
Fantails,Palau Fantail,Rhipidura lepida,LC
Fantails,Rusty-bellied Fantail,Rhipidura teysmanni,LC
Fantails,Tawny-backed Fantail,Rhipidura superflua,LC
Fantails,Streaky-breasted Fantail,Rhipidura dedemi,LC
Fantails,Long-tailed Fantail,Rhipidura opistherythra,NT
Fantails,Rufous Fantail,Rhipidura rufifrons,LC
Fantails,Pohnpei Fantail,Rhipidura kubaryi,LC
Fantails,White-fronted Fantail,Rhipidura melanolaema,LC
Fantails,Manus Fantail,Rhipidura semirubra,VU
Fantails,Arafura Fantail,Rhipidura dryas,LC
Fantails,Friendly Fantail,Rhipidura albolimbata,LC
Fantails,Chestnut-bellied Fantail,Rhipidura hyperythra,LC
Fantails,Bougainville Fantail,Rhipidura drownei,LC
Fantails,Guadalcanal Fantail,Rhipidura ocularis,LC
Fantails,New Caledonia Streaked Fantail,Rhipidura verreauxi,LC
Fantails,Vanuatu Streaked Fantail,Rhipidura spilodera,LC
Fantails,Fiji Streaked Fantail,Rhipidura layardi,LC
Fantails,Taveuni Streaked Fantail,Rhipidura rufilateralis,NT
Fantails,Dusky Fantail,Rhipidura tenebrosa,NT
Fantails,Rennell Fantail,Rhipidura rennelliana,LC
Fantails,Samoan Fantail,Rhipidura nebulosa,LC
Fantails,Kadavu Fantail,Rhipidura personata,NT
Fantails,Mangrove Fantail,Rhipidura phasiana,LC
Fantails,Grey Fantail,Rhipidura albiscapa,LC
Fantails,New Zealand Fantail,Rhipidura fuliginosa,LC
Drongos,Square-tailed Drongo,Dicrurus ludwigii,LC
Drongos,Shining Drongo,Dicrurus atripennis,LC
Drongos,Fork-tailed Drongo,Dicrurus adsimilis,LC
Drongos,Velvet-mantled Drongo,Dicrurus modestus,LC
Drongos,Comoro Drongo,Dicrurus fuscipennis,EN
Drongos,Aldabra Drongo,Dicrurus aldabranus,NT
Drongos,Crested Drongo,Dicrurus forficatus,LC
Drongos,Mayotte Drongo,Dicrurus waldenii,VU
Drongos,Black Drongo,Dicrurus macrocercus,LC
Drongos,Ashy Drongo,Dicrurus leucophaeus,LC
Drongos,White-bellied Drongo,Dicrurus caerulescens,LC
Drongos,Crow-billed Drongo,Dicrurus annectens,LC
Drongos,Bronzed Drongo,Dicrurus aeneus,LC
Drongos,Lesser Racquet-tailed Drongo,Dicrurus remifer,LC
Drongos,Balicassiao,Dicrurus balicassius,LC
Drongos,Hair-crested Drongo,Dicrurus hottentottus,LC
Drongos,Short-tailed Drongo,Dicrurus striatus,LC
Drongos,Sumatran Drongo,Dicrurus sumatranus,NT
Drongos,Wallacean Drongo,Dicrurus densus,LC
Drongos,Tablas Drongo,Dicrurus menagei,EN
Drongos,Sulawesi Drongo,Dicrurus montanus,LC
Drongos,Spangled Drongo,Dicrurus bracteatus,LC
Drongos,Ribbon-tailed Drongo,Dicrurus megarhynchus,NT
Drongos,Andaman Drongo,Dicrurus andamanensis,LC
Drongos,Greater Racquet-tailed Drongo,Dicrurus paradiseus,LC
Drongos,Sri Lanka Drongo,Dicrurus lophorinus,LC
Ifrit,Blue-capped Ifrit,Ifrita kowaldi,LC
Monarch-flycatchers,Guam Flycatcher,Myiagra freycineti,EX
Monarch-flycatchers,Chuuk Flycatcher,Myiagra oceanica,LC
Monarch-flycatchers,Palau Flycatcher,Myiagra erythrops,LC
Monarch-flycatchers,Pohnpei Flycatcher,Myiagra pluto,LC
Monarch-flycatchers,Moluccan Flycatcher,Myiagra galeata,LC
Monarch-flycatchers,Biak Flycatcher,Myiagra atra,NT
Monarch-flycatchers,Leaden Flycatcher,Myiagra rubecula,LC
Monarch-flycatchers,Steel-blue Flycatcher,Myiagra ferrocyanea,LC
Monarch-flycatchers,Makira Flycatcher,Myiagra cervinicauda,NT
Monarch-flycatchers,Melanesian Flycatcher,Myiagra caledonica,LC
Monarch-flycatchers,Vanikoro Flycatcher,Myiagra vanikorensis,LC
Monarch-flycatchers,Samoan Flycatcher,Myiagra albiventris,NT
Monarch-flycatchers,Chestnut-throated Flycatcher,Myiagra castaneigularis,LC
Monarch-flycatchers,Azure-crested Flycatcher,Myiagra azureocapilla,NT
Monarch-flycatchers,Broad-billed Flycatcher,Myiagra ruficollis,LC
Monarch-flycatchers,Satin Flycatcher,Myiagra cyanoleuca,LC
Monarch-flycatchers,Shining Flycatcher,Myiagra alecto,LC
Monarch-flycatchers,Mussau Flycatcher,Myiagra hebetior,VU
Monarch-flycatchers,Velvet Flycatcher,Myiagra eichhorni,LC
Monarch-flycatchers,Djaul Flycatcher,Myiagra cervinicolor,VU
Monarch-flycatchers,Paperbark Flycatcher,Myiagra nana,LC
Monarch-flycatchers,Restless Flycatcher,Myiagra inquieta,LC
Monarch-flycatchers,Ochre-collared Monarch,Arses insularis,LC
Monarch-flycatchers,Frilled Monarch,Arses telescopthalmus,LC
Monarch-flycatchers,Frill-necked Monarch,Arses lorealis,LC
Monarch-flycatchers,Pied Monarch,Arses kaupi,LC
Monarch-flycatchers,Magpie-lark,Grallina cyanoleuca,LC
Monarch-flycatchers,Torrent-lark,Grallina bruijnii,LC
Monarch-flycatchers,Black Monarch,Symposiachrus axillaris,LC
Monarch-flycatchers,Rufous Monarch,Symposiachrus rubiensis,LC
Monarch-flycatchers,Spot-winged Monarch,Symposiachrus guttula,LC
Monarch-flycatchers,Black-bibbed Monarch,Symposiachrus mundus,LC
Monarch-flycatchers,Flores Monarch,Symposiachrus sacerdotum,EN
Monarch-flycatchers,Black-chinned Monarch,Symposiachrus boanensis,CR
Monarch-flycatchers,Spectacled Monarch,Symposiachrus trivirgatus,LC
Monarch-flycatchers,White-tipped Monarch,Symposiachrus everetti,EN
Monarch-flycatchers,Black-tipped Monarch,Symposiachrus loricatus,LC
Monarch-flycatchers,White-tailed Monarch,Symposiachrus leucurus,NT
Monarch-flycatchers,Kofiau Monarch,Symposiachrus julianae,VU
Monarch-flycatchers,Biak Monarch,Symposiachrus brehmii,EN
Monarch-flycatchers,Hooded Monarch,Symposiachrus manadensis,LC
Monarch-flycatchers,Manus Monarch,Symposiachrus infelix,NT
Monarch-flycatchers,White-breasted Monarch,Symposiachrus menckei,NT
Monarch-flycatchers,Black-tailed Monarch,Symposiachrus verticalis,LC
Monarch-flycatchers,Djaul Monarch,Symposiachrus ateralbus,VU
Monarch-flycatchers,Solomons Pied Monarch,Symposiachrus barbatus,NT
Monarch-flycatchers,Malaita Monarch,Symposiachrus malaitae,NT
Monarch-flycatchers,Kolombangara Monarch,Symposiachrus browni,NT
Monarch-flycatchers,White-collared Monarch,Symposiachrus vidua,LC
Monarch-flycatchers,Golden Monarch,Carterornis chrysomela,LC
Monarch-flycatchers,White-eared Monarch,Carterornis leucotis,LC
Monarch-flycatchers,White-naped Monarch,Carterornis pileatus,LC
Monarch-flycatchers,Tanimbar Monarch,Carterornis castus,LC
Monarch-flycatchers,Kauai Elepaio,Chasiempis sclateri,VU
Monarch-flycatchers,Oahu Elepaio,Chasiempis ibidis,EN
Monarch-flycatchers,Hawaii Elepaio,Chasiempis sandwichensis,VU
Monarch-flycatchers,Maupiti Monarch,Pomarea pomarea,EX
Monarch-flycatchers,Tahiti Monarch,Pomarea nigra,CR
Monarch-flycatchers,Rarotonga Monarch,Pomarea dimidiata,VU
Monarch-flycatchers,Eiao Monarch,Pomarea fluxa,EX
Monarch-flycatchers,Iphis Monarch,Pomarea iphis,CR
Monarch-flycatchers,Fatu Hiva Monarch,Pomarea whitneyi,CR
Monarch-flycatchers,Nuku Hiva Monarch,Pomarea nukuhivae,EX
Monarch-flycatchers,Ua Pou Monarch,Pomarea mira,CR (PE)
Monarch-flycatchers,Marquesas Monarch,Pomarea mendozae,EN
Monarch-flycatchers,Buff-bellied Monarch,Neolalage banksiana,LC
Monarch-flycatchers,Vanikoro Monarch,Mayrornis schistaceus,VU
Monarch-flycatchers,Ogea Monarch,Mayrornis versicolor,NT
Monarch-flycatchers,Slaty Monarch,Mayrornis lessoni,LC
Monarch-flycatchers,Southern Shrikebill,Clytorhynchus pachycephaloides,LC
Monarch-flycatchers,Fiji Shrikebill,Clytorhynchus vitiensis,LC
Monarch-flycatchers,Nendo Shrikebill,Clytorhynchus sanctaecrucis,EN
Monarch-flycatchers,Black-throated Shrikebill,Clytorhynchus nigrogularis,NT
Monarch-flycatchers,Rennell Shrikebill,Clytorhynchus hamlini,LC
Monarch-flycatchers,Island Monarch,Monarcha cinerascens,LC
Monarch-flycatchers,Chestnut-bellied Monarch,Monarcha castaneiventris,LC
Monarch-flycatchers,Makira Monarch,Monarcha megarhynchus,LC
Monarch-flycatchers,Ugi Monarch,Monarcha ugiensis,LC
Monarch-flycatchers,White-capped Monarch,Monarcha richardsii,LC
Monarch-flycatchers,Black-winged Monarch,Monarcha frater,LC
Monarch-flycatchers,Black-faced Monarch,Monarcha melanopsis,LC
Monarch-flycatchers,Tinian Monarch,Metabolus takatsukasae,VU
Monarch-flycatchers,Yap Monarch,Metabolus godeffroyi,NT
Monarch-flycatchers,Chuuk Monarch,Metabolus rugensis,EN
Monarch-flycatchers,Eastern Crested-flycatcher,Trochocercus bivittatus,LC
Monarch-flycatchers,Southern Crested-flycatcher,Trochocercus cyanomelas,LC
Monarch-flycatchers,Western Crested-flycatcher,Trochocercus nitens,LC
Monarch-flycatchers,Black-naped Monarch,Hypothymis azurea,LC
Monarch-flycatchers,Pale-blue Monarch,Hypothymis puella,LC
Monarch-flycatchers,Short-crested Monarch,Hypothymis helenae,NT
Monarch-flycatchers,Celestial Monarch,Hypothymis coelestis,VU
Monarch-flycatchers,Cerulean Paradise-flycatcher,Eutrichomyias rowleyi,CR
Monarch-flycatchers,Northern Rufous Paradise-flycatcher,Terpsiphone unirufa,LC
Monarch-flycatchers,Southern Rufous Paradise-flycatcher,Terpsiphone cinnamomea,LC
Monarch-flycatchers,Blue Paradise-flycatcher,Terpsiphone cyanescens,LC
Monarch-flycatchers,Japanese Paradise-flycatcher,Terpsiphone atrocaudata,NT
Monarch-flycatchers,Seychelles Paradise-flycatcher,Terpsiphone corvina,CR
Monarch-flycatchers,Mascarene Paradise-flycatcher,Terpsiphone bourbonnensis,LC
Monarch-flycatchers,Indian Paradise-flycatcher,Terpsiphone paradisi,LC
Monarch-flycatchers,Chinese Paradise-flycatcher,Terpsiphone incei,LC
Monarch-flycatchers,Oriental Paradise-flycatcher,Terpsiphone affinis,LC
Monarch-flycatchers,Nusa Tenggara Paradise-flycatcher,Terpsiphone floris,LC
Monarch-flycatchers,Madagascar Paradise-flycatcher,Terpsiphone mutata,LC
Monarch-flycatchers,Sao Tome Paradise-flycatcher,Terpsiphone atrochalybeia,LC
Monarch-flycatchers,African Paradise-flycatcher,Terpsiphone viridis,LC
Monarch-flycatchers,Rufous-vented Paradise-flycatcher,Terpsiphone rufocinerea,LC
Monarch-flycatchers,Bates's Paradise-flycatcher,Terpsiphone batesi,LC
Monarch-flycatchers,Red-bellied Paradise-flycatcher,Terpsiphone rufiventer,LC
Monarch-flycatchers,Bedford's Paradise-flycatcher,Terpsiphone bedfordi,NT
Crested jay,Crested Jay,Platylophus galericulatus,NT
Shrikes,Yellow-billed Shrike,Corvinella corvina,LC
Shrikes,Magpie Shrike,Urolestes melanoleucus,LC
Shrikes,Northern White-crowned Shrike,Eurocephalus ruppelli,LC
Shrikes,Southern White-crowned Shrike,Eurocephalus anguitimens,LC
Shrikes,Tiger Shrike,Lanius tigrinus,LC
Shrikes,Souza's Shrike,Lanius souzae,LC
Shrikes,Bull-headed Shrike,Lanius bucephalus,LC
Shrikes,Brown Shrike,Lanius cristatus,LC
Shrikes,Red-backed Shrike,Lanius collurio,LC
Shrikes,Red-tailed Shrike,Lanius phoenicuroides,LC
Shrikes,Isabelline Shrike,Lanius isabellinus,LC
Shrikes,Burmese Shrike,Lanius collurioides,LC
Shrikes,Emin's Shrike,Lanius gubernator,LC
Shrikes,Bay-backed Shrike,Lanius vittatus,LC
Shrikes,Long-tailed Shrike,Lanius schach,LC
Shrikes,Grey-backed Shrike,Lanius tephronotus,LC
Shrikes,Mountain Shrike,Lanius validirostris,NT
Shrikes,Mackinnon's Shrike,Lanius mackinnoni,LC
Shrikes,Lesser Grey Shrike,Lanius minor,LC
Shrikes,Loggerhead Shrike,Lanius ludovicianus,NT
Shrikes,Chinese Grey Shrike,Lanius sphenocercus,LC
Shrikes,Giant Grey Shrike,Lanius giganteus,LC
Shrikes,Northern Grey Shrike,Lanius borealis,LC
Shrikes,Great Grey Shrike,Lanius excubitor,LC
Shrikes,Iberian Grey Shrike,Lanius meridionalis,VU
Shrikes,Grey-backed Fiscal,Lanius excubitoroides,LC
Shrikes,Long-tailed Fiscal,Lanius cabanisi,LC
Shrikes,Taita Fiscal,Lanius dorsalis,LC
Shrikes,Somali Fiscal,Lanius somalicus,LC
Shrikes,Common Fiscal,Lanius collaris,LC
Shrikes,Newton's Fiscal,Lanius newtoni,CR
Shrikes,Woodchat Shrike,Lanius senator,LC
Shrikes,Masked Shrike,Lanius nubicus,LC
Crows and jays,Malay Black Magpie,Platysmurus leucopterus,LC
Crows and jays,Bornean Black Magpie,Platysmurus aterrimus,LC
Crows and jays,Ratchet-tailed Treepie,Temnurus temnurus,LC
Crows and jays,Racquet-tailed Treepie,Crypsirina temia,LC
Crows and jays,Hooded Treepie,Crypsirina cucullata,NT
Crows and jays,Rufous Treepie,Dendrocitta vagabunda,LC
Crows and jays,Grey Treepie,Dendrocitta formosae,LC
Crows and jays,Sumatran Treepie,Dendrocitta occipitalis,LC
Crows and jays,Bornean Treepie,Dendrocitta cinerascens,LC
Crows and jays,White-bellied Treepie,Dendrocitta leucogastra,LC
Crows and jays,Collared Treepie,Dendrocitta frontalis,LC
Crows and jays,Andaman Treepie,Dendrocitta bayleii,VU
Crows and jays,Red-billed Chough,Pyrrhocorax pyrrhocorax,LC
Crows and jays,Yellow-billed Chough,Pyrrhocorax graculus,LC
Crows and jays,Sri Lanka Blue Magpie,Urocissa ornata,VU
Crows and jays,Taiwan Blue Magpie,Urocissa caerulea,LC
Crows and jays,Yellow-billed Blue Magpie,Urocissa flavirostris,LC
Crows and jays,Red-billed Blue Magpie,Urocissa erythroryncha,LC
Crows and jays,White-winged Magpie,Urocissa xanthomelana,NT
Crows and jays,Hainan Magpie,Urocissa whiteheadi,EN
Crows and jays,Common Green Magpie,Cissa chinensis,LC
Crows and jays,Indochinese Green Magpie,Cissa hypoleuca,LC
Crows and jays,Javan Green Magpie,Cissa thalassina,CR
Crows and jays,Bornean Green Magpie,Cissa jefferyi,LC
Crows and jays,Grey Jay,Perisoreus canadensis,LC
Crows and jays,Siberian Jay,Perisoreus infaustus,LC
Crows and jays,Sichuan Jay,Perisoreus internigrans,VU
Crows and jays,Iberian Azure-winged Magpie,Cyanopica cooki,LC
Crows and jays,Asian Azure-winged Magpie,Cyanopica cyanus,LC
Crows and jays,Eurasian Jay,Garrulus glandarius,LC
Crows and jays,Plain-crowned Jay,Garrulus bispecularis,LC
Crows and jays,White-faced Jay,Garrulus leucotis,LC
Crows and jays,Black-headed Jay,Garrulus lanceolatus,LC
Crows and jays,Amami Jay,Garrulus lidthi,VU
Crows and jays,Ethiopian Bushcrow,Zavattariornis stresemanni,EN
Crows and jays,Piapiac,Ptilostomus afer,LC
Crows and jays,Mongolian Ground-jay,Podoces hendersoni,LC
Crows and jays,Xinjiang Ground-jay,Podoces biddulphi,NT
Crows and jays,Turkestan Ground-jay,Podoces panderi,LC
Crows and jays,Iranian Ground-jay,Podoces pleskei,LC
Crows and jays,Eurasian Magpie,Pica pica,LC
Crows and jays,Maghreb Magpie,Pica mauritanica,LC
Crows and jays,Asir Magpie,Pica asirensis,EN
Crows and jays,Black-billed Magpie,Pica hudsonia,LC
Crows and jays,Yellow-billed Magpie,Pica nutalli,VU
Crows and jays,Clark's Nutcracker,Nucifraga columbiana,LC
Crows and jays,Northern Nutcracker,Nucifraga caryocatactes,LC
