Family,Common name,Scientific name,2018 IUCN Red List category
Sunbirds,Long-billed Sunbird,Cinnyris notatus,LC
Sunbirds,Loten's Sunbird,Cinnyris lotenius,LC
Sunbirds,Elegant Sunbird,Aethopyga duyvenbodei,EN
Sunbirds,Fire-tailed Sunbird,Aethopyga ignicauda,LC
Sunbirds,Black-throated Sunbird,Aethopyga saturata,LC
Sunbirds,Green-tailed Sunbird,Aethopyga nipalensis,LC
Sunbirds,Gould's Sunbird,Aethopyga gouldiae,LC
Sunbirds,Temminck's Sunbird,Aethopyga temminckii,LC
Sunbirds,Javan Sunbird,Aethopyga mystacalis,LC
Sunbirds,Lovely Sunbird,Aethopyga shelleyi,LC
Sunbirds,Sahyadri Sunbird,Aethopyga vigorsii,LC
Sunbirds,Crimson Sunbird,Aethopyga siparaja,LC
Sunbirds,Magnificent Sunbird,Aethopyga magnifica,LC
Sunbirds,Metallic-winged Sunbird,Aethopyga pulcherrima,LC
Sunbirds,Flaming Sunbird,Aethopyga flagrans,LC
Sunbirds,Maroon-naped Sunbird,Aethopyga guimarasensis,LC
Sunbirds,Handsome Sunbird,Aethopyga bella,LC
Sunbirds,White-flanked Sunbird,Aethopyga eximia,LC
Sunbirds,Fork-tailed Sunbird,Aethopyga latouchii,LC
Sunbirds,Hainan Sunbird,Aethopyga christinae,LC
Sunbirds,Lina's Sunbird,Aethopyga linaraborae,NT
Sunbirds,Grey-hooded Sunbird,Aethopyga primigenia,NT
Sunbirds,Apo Sunbird,Aethopyga boltoni,NT
Accentors,Altai Accentor,Prunella himalayana,LC
Accentors,Alpine Accentor,Prunella collaris,LC
Accentors,Maroon-backed Accentor,Prunella immaculata,LC
Accentors,Robin Accentor,Prunella rubeculoides,LC
Accentors,Rufous-breasted Accentor,Prunella strophiata,LC
Accentors,Brown Accentor,Prunella fulvescens,LC
Accentors,Mongolian Accentor,Prunella koslowi,LC
Accentors,Japanese Accentor,Prunella rubida,LC
Accentors,Siberian Accentor,Prunella montanella,LC
Accentors,Dunnock,Prunella modularis,LC
Accentors,Black-throated Accentor,Prunella atrogularis,LC
Accentors,Radde's Accentor,Prunella ocularis,LC
Olive Warbler,Olive Warbler,Peucedramus taeniatus,LC
Przevalski's Rosefinch,Przevalski's Rosefinch,Urocynchramus pylzowi,LC
Weavers,White-billed Buffalo-weaver,Bubalornis albirostris,LC
Weavers,Red-billed Buffalo-weaver,Bubalornis niger,LC
Weavers,White-headed Buffalo-weaver,Dinemellia dinemelli,LC
Weavers,White-browed Sparrow-weaver,Plocepasser mahali,LC
Weavers,Chestnut-crowned Sparrow-weaver,Plocepasser superciliosus,LC
Weavers,Donaldson-Smith's Sparrow-weaver,Plocepasser donaldsoni,LC
Weavers,Chestnut-backed Sparrow-weaver,Plocepasser rufoscapulatus,LC
Weavers,Rufous-tailed Weaver,Histurgops ruficauda,LC
Weavers,Scaly-fronted Weaver,Sporopipes squamifrons,LC
Weavers,Speckle-fronted Weaver,Sporopipes frontalis,LC
Weavers,Grey-capped Social-weaver,Pseudonigrita arnaudi,LC
Weavers,Black-capped Social-weaver,Pseudonigrita cabanisi,LC
Weavers,Sociable Weaver,Philetairus socius,LC
Weavers,Thick-billed Weaver,Amblyospiza albifrons,LC
Weavers,Cardinal Quelea,Quelea cardinalis,LC
Weavers,Red-headed Quelea,Quelea erythrops,LC
Weavers,Red-billed Quelea,Quelea quelea,LC
Weavers,Yellow-crowned Bishop,Euplectes afer,LC
Weavers,Golden-backed Bishop,Euplectes aureus,LC
Weavers,Black Bishop,Euplectes gierowii,LC
Weavers,Northern Red Bishop,Euplectes franciscanus,LC
Weavers,Red-collared Widowbird,Euplectes ardens,LC
Weavers,Red-cowled Widowbird,Euplectes laticauda,LC
Weavers,Fire-fronted Bishop,Euplectes diadematus,LC
Weavers,Black-winged Bishop,Euplectes hordeaceus,LC
Weavers,Zanzibar Red Bishop,Euplectes nigroventris,LC
Weavers,Southern Red Bishop,Euplectes orix,LC
Weavers,Yellow Bishop,Euplectes capensis,LC
Weavers,Yellow-mantled Widowbird,Euplectes macroura,LC
Weavers,Fan-tailed Widowbird,Euplectes axillaris,LC
Weavers,White-winged Widowbird,Euplectes albonotatus,LC
Weavers,Marsh Widowbird,Euplectes hartlaubi,LC
Weavers,Jackson's Widowbird,Euplectes jacksoni,NT
Weavers,Montane Widowbird,Euplectes psammacromius,LC
Weavers,Long-tailed Widowbird,Euplectes progne,LC
Weavers,Red Fody,Foudia madagascariensis,LC
Weavers,Aldabra Fody,Foudia aldabrana,EN
Weavers,Grand Comoro Fody,Foudia consobrina,NT
Weavers,Red-headed Fody,Foudia eminentissima,LC
Weavers,Forest Fody,Foudia omissa,LC
Weavers,Reunion Fody,Foudia delloni,EX
Weavers,Mauritius Fody,Foudia rubra,EN
Weavers,Seychelles Fody,Foudia sechellarum,NT
Weavers,Rodrigues Fody,Foudia flavicans,NT
Weavers,Bob-tailed Weaver,Brachycope anomala,LC
Weavers,Baglafecht Weaver,Ploceus baglafecht,LC
Weavers,Bannerman's Weaver,Ploceus bannermani,VU
Weavers,Bates's Weaver,Ploceus batesi,EN
Weavers,Black-chinned Weaver,Ploceus nigrimentus,LC
Weavers,Bertram's Weaver,Ploceus bertrandi,LC
Weavers,Slender-billed Weaver,Ploceus pelzelni,LC
Weavers,Loango Weaver,Ploceus subpersonatus,VU
Weavers,Little Weaver,Ploceus luteolus,LC
Weavers,Spectacled Weaver,Ploceus ocularis,LC
Weavers,Olive-naped Weaver,Ploceus brachypterus,LC
Weavers,Black-necked Weaver,Ploceus nigricollis,LC
Weavers,Strange Weaver,Ploceus alienus,LC
Weavers,Black-billed Weaver,Ploceus melanogaster,LC
Weavers,Cape Weaver,Ploceus capensis,LC
Weavers,Bocage's Weaver,Ploceus temporalis,LC
Weavers,African Golden Weaver,Ploceus subaureus,LC
Weavers,Holub's Golden Weaver,Ploceus xanthops,LC
Weavers,Orange Weaver,Ploceus aurantius,LC
Weavers,Heuglin's Masked Weaver,Ploceus heuglini,LC
Weavers,Golden Palm Weaver,Ploceus bojeri,LC
Weavers,Taveta Golden Weaver,Ploceus castaneiceps,LC
Weavers,Principe Golden Weaver,Ploceus princeps,LC
Weavers,Northern Brown-throated Weaver,Ploceus castanops,LC
Weavers,Southern Brown-throated Weaver,Ploceus xanthopterus,LC
Weavers,Kilombero Weaver,Ploceus burnieri,VU
Weavers,Rüppell's Weaver,Ploceus galbula,LC
Weavers,Northern Masked Weaver,Ploceus taeniopterus,LC
Weavers,Lesser Masked Weaver,Ploceus intermedius,LC
Weavers,Southern Masked Weaver,Ploceus velatus,LC
Weavers,Upemba Masked Weaver,Ploceus upembae,DD
Weavers,Katanga Masked Weaver,Ploceus katangae,LC
Weavers,Lufira Masked Weaver,Ploceus ruweti,DD
Weavers,Tanzanian Masked Weaver,Ploceus reichardi,LC
Weavers,Vitelline Masked Weaver,Ploceus vitellinus,LC
Weavers,Speke's Weaver,Ploceus spekei,LC
Weavers,Fox's Weaver,Ploceus spekeoides,NT
Weavers,Village Weaver,Ploceus cucullatus,LC
Weavers,Giant Weaver,Ploceus grandis,NT
Weavers,Chestnut-and-black Weaver,Ploceus castaneofuscus,LC
Weavers,Vieillot's Black Weaver,Ploceus nigerrimus,LC
Weavers,Weyns's Weaver,Ploceus weynsi,LC
Weavers,Clarke's Weaver,Ploceus golandi,EN
Weavers,Juba Weaver,Ploceus dichrocephalus,LC
Weavers,Black-headed Weaver,Ploceus melanocephalus,LC
Weavers,Golden-backed Weaver,Ploceus jacksoni,LC
Weavers,Cinnamon Weaver,Ploceus badius,LC
Weavers,Chestnut Weaver,Ploceus rubiginosus,LC
Weavers,Golden-naped Weaver,Ploceus aureonucha,EN
Weavers,Yellow-mantled Weaver,Ploceus tricolor,LC
Weavers,Maxwell's Black Weaver,Ploceus albinucha,LC
Weavers,Nelicourvi Weaver,Ploceus nelicourvi,LC
Weavers,Sakalava Weaver,Ploceus sakalava,LC
Weavers,Asian Golden Weaver,Ploceus hypoxanthus,NT
Weavers,Compact Weaver,Ploceus superciliosus,LC
Weavers,Black-breasted Weaver,Ploceus benghalensis,LC
Weavers,Streaked Weaver,Ploceus manyar,LC
Weavers,Baya Weaver,Ploceus philippinus,LC
Weavers,Finn's Weaver,Ploceus megarhynchus,VU
Weavers,Dark-backed Weaver,Ploceus bicolor,LC
Weavers,Preuss's Weaver,Ploceus preussi,LC
Weavers,Yellow-capped Weaver,Ploceus dorsomaculatus,LC
Weavers,Olive-headed Weaver,Ploceus olivaceiceps,NT
Weavers,Usambara Weaver,Ploceus nicolli,EN
Weavers,Brown-capped Weaver,Ploceus insignis,LC
Weavers,Bar-winged Weaver,Ploceus angolensis,LC
Weavers,Sao Tome Weaver,Ploceus sanctithomae,LC
Weavers,Yellow-legged Weaver,Ploceus flavipes,VU
Weavers,Red-crowned Malimbe,Malimbus coronatus,LC
Weavers,Cassin's Malimbe,Malimbus cassini,LC
Weavers,Rachel's Malimbe,Malimbus racheliae,LC
Weavers,Gola Malimbe,Malimbus ballmanni,EN
Weavers,Red-vented Malimbe,Malimbus scutatus,LC
Weavers,Ibadan Malimbe,Malimbus ibadanensis,EN
Weavers,Blue-billed Malimbe,Malimbus nitens,LC
Weavers,Red-headed Malimbe,Malimbus rubricollis,LC
Weavers,Red-bellied Malimbe,Malimbus erythrogaster,LC
Weavers,Crested Malimbe,Malimbus malimbicus,LC
Weavers,Northern Red-headed Weaver,Anaplectes leuconotos,LC
Weavers,Southern Red-headed Weaver,Anaplectes rubriceps,LC
Weavers,Red Weaver,Anaplectes jubaensis,LC
Waxbills,Black-bellied Firefinch,Lagonosticta rara,LC
Waxbills,Bar-breasted Firefinch,Lagonosticta rufopicta,LC
Waxbills,Brown Firefinch,Lagonosticta nitidula,LC
Waxbills,Red-billed Firefinch,Lagonosticta senegala,LC
Waxbills,Rock Firefinch,Lagonosticta sanguinodorsalis,LC
Waxbills,Chad Firefinch,Lagonosticta umbrinodorsalis,LC
Waxbills,Jameson's Firefinch,Lagonosticta rhodopareia,LC
Waxbills,Mali Firefinch,Lagonosticta virata,LC
Waxbills,African Firefinch,Lagonosticta rubricata,LC
Waxbills,Vinaceous Firefinch,Lagonosticta vinacea,LC
Waxbills,Grey Firefinch,Lagonosticta nigricollis,LC
Waxbills,Ethiopian Firefinch,Lagonosticta larvata,LC
Waxbills,Brown Twinspot,Clytospiza monteiri,LC
Waxbills,Red-billed Pytilia,Pytilia lineata,LC
Waxbills,Red-winged Pytilia,Pytilia phoenicoptera,LC
Waxbills,Orange-winged Pytilia,Pytilia afra,LC
Waxbills,Yellow-winged Pytilia,Pytilia hypogrammica,LC
Waxbills,Green-winged Pytilia,Pytilia melba,LC
Waxbills,Pink-throated Twinspot,Hypargos margaritatus,LC
Waxbills,Red-throated Twinspot,Hypargos niveoguttatus,LC
Waxbills,Dybowski's Twinspot,Euschistospiza dybowskii,LC
Waxbills,Dusky Twinspot,Euschistospiza cinereovinacea,LC
Waxbills,Violet-eared Waxbill,Granatina granatina,LC
Waxbills,Purple Grenadier,Granatina ianthinogaster,LC
Waxbills,Blue-breasted Cordon-bleu,Uraeginthus angolensis,LC
Waxbills,Red-cheeked Cordon-bleu,Uraeginthus bengalus,LC
Waxbills,Blue-capped Cordon-bleu,Uraeginthus cyanocephalus,LC
Waxbills,Grant's Bluebill,Spermophaga poliogenys,LC
Waxbills,Western Bluebill,Spermophaga haematina,LC
Waxbills,Red-headed Bluebill,Spermophaga ruficapilla,LC
Waxbills,Black-bellied Seedcracker,Pyrenestes ostrinus,LC
Waxbills,Crimson Seedcracker,Pyrenestes sanguineus,LC
Waxbills,Lesser Seedcracker,Pyrenestes minor,LC
Waxbills,Lavender Waxbill,Estrilda coerulescens,LC
Waxbills,Black-tailed Waxbill,Estrilda perreini,LC
Waxbills,Cinderella Waxbill,Estrilda thomensis,LC
Waxbills,Anambra Waxbill,Estrilda poliopareia,NT
Waxbills,Fawn-breasted Waxbill,Estrilda paludicola,LC
Waxbills,Orange-cheeked Waxbill,Estrilda melpoda,LC
Waxbills,Crimson-rumped Waxbill,Estrilda rhodopyga,LC
Waxbills,Arabian Waxbill,Estrilda rufibarba,LC
Waxbills,Black-rumped Waxbill,Estrilda troglodytes,LC
Waxbills,Common Waxbill,Estrilda astrild,LC
Waxbills,Black-lored Waxbill,Estrilda nigriloris,DD
Waxbills,Black-crowned Waxbill,Estrilda nonnula,LC
Waxbills,Black-headed Waxbill,Estrilda atricapilla,LC
Waxbills,Kandt's Waxbill,Estrilda kandti,LC
Waxbills,Black-cheeked Waxbill,Estrilda charmosyna,LC
Waxbills,Black-faced Waxbill,Estrilda erythronotos,LC
Waxbills,Green Twinspot,Mandingoa nitidula,LC
Waxbills,Red-faced Crimsonwing,Cryptospiza reichenovii,LC
Waxbills,Abyssinian Crimsonwing,Cryptospiza salvadorii,LC
Waxbills,Dusky Crimsonwing,Cryptospiza jacksoni,LC
Waxbills,Shelley's Crimsonwing,Cryptospiza shelleyi,EN
Waxbills,Angola Waxbill,Coccopygia bocagei,LC
Waxbills,Swee Waxbill,Coccopygia melanotis,LC
Waxbills,Yellow-bellied Waxbill,Coccopygia quartinia,LC
Waxbills,Shelley's Oliveback,Nesocharis shelleyi,LC
Waxbills,White-collared Oliveback,Nesocharis ansorgei,LC
Waxbills,Grey-headed Oliveback,Nesocharis capistrata,LC
Waxbills,White-breasted Nigrita,Nigrita fusconotus,LC
Waxbills,Chestnut-breasted Nigrita,Nigrita bicolor,LC
Waxbills,Pale-fronted Nigrita,Nigrita luteifrons,LC
Waxbills,Grey-headed Nigrita,Nigrita canicapillus,LC
Waxbills,Woodhouse's Antpecker,Parmoptila woodhousei,LC
Waxbills,Red-fronted Antpecker,Parmoptila rubrifrons,NT
Waxbills,Jameson's Antpecker,Parmoptila jamesoni,LC
Waxbills,Red-headed Finch,Amadina erythrocephala,LC
Waxbills,Cut-throat Finch,Amadina fasciata,LC
Waxbills,African Quailfinch,Ortygospiza atricollis,LC
Waxbills,Red Avadavat,Amandava amandava,LC
Waxbills,Green Avadavat,Amandava formosa,VU
Waxbills,Zebra Waxbill,Amandava subflava,LC
Waxbills,Locust Finch,Paludipasser locustella,LC
Waxbills,Bronze Mannikin,Spermestes cucullata,LC
Waxbills,Black-and-white Mannikin,Spermestes bicolor,LC
Waxbills,Magpie Mannikin,Spermestes fringilloides,LC
Waxbills,Grey-headed Silverbill,Odontospiza griseicapilla,LC
Waxbills,Madagascar Munia,Lepidopygia nana,LC
Waxbills,African Silverbill,Euodice cantans,LC
Waxbills,Indian Silverbill,Euodice malabarica,LC
Waxbills,White-rumped Munia,Lonchura striata,LC
Waxbills,Javan Munia,Lonchura leucogastroides,LC
Waxbills,Dusky Munia,Lonchura fuscans,LC
Waxbills,Black-faced Munia,Lonchura molucca,LC
Waxbills,Scaly-breasted Munia,Lonchura punctulata,LC
Waxbills,Black-throated Munia,Lonchura kelaarti,LC
Waxbills,White-bellied Munia,Lonchura leucogastra,LC
Waxbills,Streak-headed Mannikin,Lonchura tristissima,LC
Waxbills,White-spotted Mannikin,Lonchura leucosticta,LC
Waxbills,Five-coloured Munia,Lonchura quinticolor,LC
Waxbills,Tricoloured Munia,Lonchura malacca,LC
Waxbills,Chestnut Munia,Lonchura atricapilla,LC
Waxbills,White-capped Munia,Lonchura ferruginosa,LC
Waxbills,White-headed Munia,Lonchura maja,LC
Waxbills,Pale-headed Munia,Lonchura pallida,LC
Waxbills,Great-billed Mannikin,Lonchura grandis,LC
Waxbills,Grey-banded Mannikin,Lonchura vana,VU
Waxbills,Grey-headed Mannikin,Lonchura caniceps,LC
Waxbills,Grey-crowned Mannikin,Lonchura nevermanni,LC
Waxbills,Hooded Mannikin,Lonchura spectabilis,LC
Waxbills,New Ireland Mannikin,Lonchura forbesi,LC
Waxbills,Hunstein's Mannikin,Lonchura hunsteini,LC
Waxbills,Yellow-rumped Mannikin,Lonchura flaviprymna,LC
Waxbills,Chestnut-breasted Mannikin,Lonchura castaneothorax,LC
Waxbills,Black Mannikin,Lonchura stygia,NT
Waxbills,Black-breasted Mannikin,Lonchura teerinki,LC
Waxbills,Alpine Mannikin,Lonchura monticola,LC
Waxbills,Snow Mountain Mannikin,Lonchura montana,LC
Waxbills,Buff-bellied Mannikin,Lonchura melaena,LC
Waxbills,Timor Sparrow,Lonchura fuscata,NT
Waxbills,Java Sparrow,Lonchura oryzivora,EN
Waxbills,Pictorella Mannikin,Heteromunia pectoralis,LC
Waxbills,Beautiful Firetail,Stagonopleura bella,LC
Waxbills,Red-eared Firetail,Stagonopleura oculata,LC
Waxbills,Diamond Firetail,Stagonopleura guttata,LC
Waxbills,Mountain Firetail,Oreostruthus fuliginosus,LC
Waxbills,Painted Finch,Emblema pictum,LC
Waxbills,Red-browed Finch,Neochmia temporalis,LC
Waxbills,Black-bellied Crimson Finch,Neochmia phaeton,LC
Waxbills,White-bellied Crimson Finch,Neochmia evangelinae,LC
Waxbills,Star Finch,Neochmia ruficauda,LC
Waxbills,Plum-headed Finch,Neochmia modesta,LC
Waxbills,Masked Finch,Poephila personata,LC
Waxbills,Long-tailed Finch,Poephila acuticauda,LC
Waxbills,Black-throated Finch,Poephila cincta,LC
Waxbills,Timor Zebra Finch,Taeniopygia guttata,LC
Waxbills,Australian Zebra Finch,Taeniopygia castanotis,LC
Waxbills,Double-barred Finch,Taeniopygia bichenovii,LC
Waxbills,Tawny-breasted Parrotfinch,Erythrura hyperythra,LC
Waxbills,Pin-tailed Parrotfinch,Erythrura prasina,LC
Waxbills,Green-faced Parrotfinch,Erythrura viridifacies,VU
Waxbills,Tricoloured Parrotfinch,Erythrura tricolor,LC
Waxbills,Red-eared Parrotfinch,Erythrura coloria,NT
Waxbills,Blue-faced Parrotfinch,Erythrura trichroa,LC
Waxbills,Papuan Parrotfinch,Erythrura papuana,LC
Waxbills,Red-throated Parrotfinch,Erythrura psittacea,LC
Waxbills,Red-headed Parrotfinch,Erythrura cyaneovirens,NT
Waxbills,Fiji Parrotfinch,Erythrura pealii,LC
Waxbills,Pink-billed Parrotfinch,Erythrura kleinschmidti,VU
Waxbills,Gouldian Finch,Chloebia gouldiae,NT
Whydahs and indigobirds,Pin-tailed Whydah,Vidua macroura,LC
Whydahs and indigobirds,Long-tailed Paradise-whydah,Vidua paradisaea,LC
Whydahs and indigobirds,Broad-tailed Paradise-whydah,Vidua obtusa,LC
Whydahs and indigobirds,Sahel Paradise-whydah,Vidua orientalis,LC
Whydahs and indigobirds,Exclamatory Paradise-whydah,Vidua interjecta,LC
Whydahs and indigobirds,Steel-blue Whydah,Vidua hypocherina,LC
Whydahs and indigobirds,Shaft-tailed Whydah,Vidua regia,LC
Whydahs and indigobirds,Straw-tailed Whydah,Vidua fischeri,LC
Whydahs and indigobirds,Togo Paradise-whydah,Vidua togoensis,LC
Whydahs and indigobirds,Wilson's Indigobird,Vidua wilsoni,LC
Whydahs and indigobirds,Barka Indigobird,Vidua larvaticola,LC
Whydahs and indigobirds,Jos Plateau Indigobird,Vidua maryae,LC
Whydahs and indigobirds,Cameroon Indigobird,Vidua camerunensis,LC
Whydahs and indigobirds,Quailfinch Indigobird,Vidua nigeriae,LC
Whydahs and indigobirds,Jambandu Indigobird,Vidua raricola,LC
Whydahs and indigobirds,Green Indigobird,Vidua codringtoni,LC
Whydahs and indigobirds,Dusky Indigobird,Vidua funerea,LC
Whydahs and indigobirds,Village Indigobird,Vidua chalybeata,LC
Whydahs and indigobirds,Purple Indigobird,Vidua purpurascens,LC
Whydahs and indigobirds,Cuckoo-finch,Anomalospiza imberbis,LC
Old World sparrows,Saxaul Sparrow,Passer ammodendri,LC
Old World sparrows,House Sparrow,Passer domesticus,LC
Old World sparrows,Italian Sparrow,Passer italiae,VU
Old World sparrows,Spanish Sparrow,Passer hispaniolensis,LC
Old World sparrows,Sind Sparrow,Passer pyrrhonotus,LC
Old World sparrows,Somali Sparrow,Passer castanopterus,LC
Old World sparrows,Russet Sparrow,Passer cinnamomeus,LC
Old World sparrows,Plain-backed Sparrow,Passer flaveolus,LC
Old World sparrows,Dead Sea Sparrow,Passer moabiticus,LC
Old World sparrows,Cape Verde Sparrow,Passer iagoensis,LC
Old World sparrows,Great Sparrow,Passer motitensis,LC
Old World sparrows,Socotra Sparrow,Passer insularis,LC
Old World sparrows,Abd al Kuri Sparrow,Passer hemileucus,VU
Old World sparrows,Kordofan Sparrow,Passer cordofanicus,LC
Old World sparrows,White Nile Sparrow,Passer shelleyi,LC
Old World sparrows,Kenya Sparrow,Passer rufocinctus,LC
Old World sparrows,Cape Sparrow,Passer melanurus,LC
Old World sparrows,Swainson's Sparrow,Passer swainsonii,LC
Old World sparrows,Parrot-billed Sparrow,Passer gongonensis,LC
Old World sparrows,Swahili Sparrow,Passer suahelicus,LC
Old World sparrows,Northern Grey-headed Sparrow,Passer griseus,LC
Old World sparrows,Southern Grey-headed Sparrow,Passer diffusus,LC
Old World sparrows,Desert Sparrow,Passer simplex,LC
Old World sparrows,Zarudny's Sparrow,Passer zarudnyi,LC
Old World sparrows,Eurasian Tree Sparrow,Passer montanus,LC
Old World sparrows,Sudan Golden Sparrow,Passer luteus,LC
Old World sparrows,Arabian Golden Sparrow,Passer euchlorus,LC
Old World sparrows,Chestnut Sparrow,Passer eminibey,LC
Old World sparrows,Pale Sparrow,Carpospiza brachydactyla,LC
Old World sparrows,Rock Sparrow,Petronia petronia,LC
Old World sparrows,Yellow-throated Bush-sparrow,Gymnoris superciliaris,LC
Old World sparrows,Sahel Bush-sparrow,Gymnoris dentata,LC
Old World sparrows,Yellow-spotted Bush-sparrow,Gymnoris pyrgita,LC
Old World sparrows,Chestnut-shouldered Bush-sparrow,Gymnoris xanthocollis,LC
Old World sparrows,Tibetan Snowfinch,Montifringilla henrici,LC
Old World sparrows,White-winged Snowfinch,Montifringilla nivalis,LC
Old World sparrows,Black-winged Snowfinch,Montifringilla adamsi,LC
Old World sparrows,White-rumped Snowfinch,Onychostruthus taczanowskii,LC
Old World sparrows,Rufous-necked Snowfinch,Pyrgilauda ruficollis,LC
Old World sparrows,Small Snowfinch,Pyrgilauda davidiana,LC
Old World sparrows,Plain-backed Snowfinch,Pyrgilauda blanfordi,LC
Old World sparrows,Afghan Snowfinch,Pyrgilauda theresae,LC
Old World sparrows,Cinnamon Ibon,Hypocryptadius cinnamomeus,LC
Pipits and wagtails,Forest Wagtail,Dendronanthus indicus,LC
Pipits and wagtails,Sokoke Pipit,Anthus sokokensis,EN
Pipits and wagtails,Short-tailed Pipit,Anthus brachyurus,LC
Pipits and wagtails,Bush Pipit,Anthus caffer,LC
Pipits and wagtails,Pechora Pipit,Anthus gustavi,LC
Pipits and wagtails,Tree Pipit,Anthus trivialis,LC
Pipits and wagtails,Olive-backed Pipit,Anthus hodgsoni,LC
Pipits and wagtails,Red-throated Pipit,Anthus cervinus,LC
Pipits and wagtails,Rosy Pipit,Anthus roseatus,LC
Pipits and wagtails,Buff-bellied Pipit,Anthus rubescens,LC
Pipits and wagtails,Meadow Pipit,Anthus pratensis,NT
Pipits and wagtails,Water Pipit,Anthus spinoletta,LC
